,simulation,model,scale1_post_mean,scale1_rhat,scale1_ess_bulk,scale1_bias,scale1_abs_bias,scale1_relative_error,scale1_covered,scale1_converged,exponent1_post_mean,exponent1_rhat,exponent1_ess_bulk,exponent1_bias,exponent1_abs_bias,exponent1_relative_error,exponent1_covered,exponent1_converged,scale2_post_mean,scale2_rhat,scale2_ess_bulk,scale2_bias,scale2_abs_bias,scale2_relative_error,scale2_covered,scale2_converged,exponent2_post_mean,exponent2_rhat,exponent2_ess_bulk,exponent2_bias,exponent2_abs_bias,exponent2_relative_error,exponent2_covered,exponent2_converged,weight_post_mean,weight_rhat,weight_ess_bulk,weight_bias,weight_abs_bias,weight_relative_error,weight_covered,weight_converged,q_param_post_mean,q_param_rhat,q_param_ess_bulk,q_param_bias,q_param_abs_bias,q_param_relative_error,q_param_covered,q_param_converged,pi0_post_mean,pi0_rhat,pi0_ess_bulk,pi0_bias,pi0_abs_bias,pi0_relative_error,pi0_covered,pi0_converged,phi_post_mean,phi_rhat,phi_ess_bulk,phi_bias,phi_abs_bias,phi_relative_error,phi_covered,phi_converged,n_fx1,fx1_post_mean_avg,fx1_post_mean_sd,fx1_post_mean_min,fx1_post_mean_max,fx1_bias_mean,fx1_bias_sd,fx1_rmse,fx1_mae,fx1_coverage_rate,fx1_n_covered,fx1_n_rhat_nan,fx1_rhat_mean,fx1_rhat_max,fx1_n_rhat_above_1.01,fx1_ess_bulk_min,fx1_ess_bulk_mean,fx1_n_ess_below_400,n_fx2,fx2_post_mean_avg,fx2_post_mean_sd,fx2_post_mean_min,fx2_post_mean_max,fx2_bias_mean,fx2_bias_sd,fx2_rmse,fx2_mae,fx2_coverage_rate,fx2_n_covered,fx2_n_rhat_nan,fx2_rhat_mean,fx2_rhat_max,fx2_n_rhat_above_1.01,fx2_ess_bulk_min,fx2_ess_bulk_mean,fx2_n_ess_below_400,n_fy1,fy1_post_mean_avg,fy1_post_mean_sd,fy1_post_mean_min,fy1_post_mean_max,fy1_bias_mean,fy1_bias_sd,fy1_rmse,fy1_mae,fy1_coverage_rate,fy1_n_covered,fy1_n_rhat_nan,fy1_rhat_mean,fy1_rhat_max,fy1_n_rhat_above_1.01,fy1_ess_bulk_min,fy1_ess_bulk_mean,fy1_n_ess_below_400,n_fy2,fy2_post_mean_avg,fy2_post_mean_sd,fy2_post_mean_min,fy2_post_mean_max,fy2_bias_mean,fy2_bias_sd,fy2_rmse,fy2_mae,fy2_coverage_rate,fy2_n_covered,fy2_n_rhat_nan,fy2_rhat_mean,fy2_rhat_max,fy2_n_rhat_above_1.01,fy2_ess_bulk_min,fy2_ess_bulk_mean,fy2_n_ess_below_400,n_fz1,fz1_post_mean_avg,fz1_post_mean_sd,fz1_post_mean_min,fz1_post_mean_max,fz1_bias_mean,fz1_bias_sd,fz1_rmse,fz1_mae,fz1_coverage_rate,fz1_n_covered,fz1_n_rhat_nan,fz1_rhat_mean,fz1_rhat_max,fz1_n_rhat_above_1.01,fz1_ess_bulk_min,fz1_ess_bulk_mean,fz1_n_ess_below_400,n_fz2,fz2_post_mean_avg,fz2_post_mean_sd,fz2_post_mean_min,fz2_post_mean_max,fz2_bias_mean,fz2_bias_sd,fz2_rmse,fz2_mae,fz2_coverage_rate,fz2_n_covered,fz2_n_rhat_nan,fz2_rhat_mean,fz2_rhat_max,fz2_n_rhat_above_1.01,fz2_ess_bulk_min,fz2_ess_bulk_mean,fz2_n_ess_below_400
14,14,power_law,4.449,1.0,13310.0,-0.5510000000000002,0.5510000000000002,11.020000000000003,1,1,1.971,1.0,14445.0,-0.028999999999999915,0.028999999999999915,1.4499999999999957,1,1,2.691,1.0,18812.0,-2.309,2.309,46.18000000000001,1,1,2.581,1.0,21280.0,0.581,0.581,29.049999999999997,1,1,0.818,1.0,11961.0,-0.18200000000000005,0.18200000000000005,18.200000000000006,0,1,0.008,1.0,31708.0,-0.002,0.002,20.0,1,1,0.307,1.0,35246.0,0.007000000000000006,0.007000000000000006,2.3333333333333357,1,1,18.376,1.0,27560.0,0.3760000000000012,0.3760000000000012,2.0888888888888957,1,1,4,0.07425,0.02372103496898902,0.047,0.107,0.07425,0.02372103496898902,0.07794709744435645,0.07425,1.0,4,0,1.0,1.0,0,5942.0,9053.75,0,4,5.4605,0.17934673122195455,5.188,5.629,5.4605,0.17934673122195455,5.46344447212562,5.4605,1.0,4,0,1.0,1.0,0,17654.0,20020.25,0,4,-0.07749999999999999,0.2404750506809386,-0.323,0.297,-0.07749999999999999,0.2404750506809386,0.25265490298033005,0.22599999999999998,1.0,4,0,1.0,1.0,0,19061.0,24344.0,0,4,28.4985,2.410524061277963,25.444,31.725,28.4985,2.410524061277963,28.60026448304281,28.4985,1.0,4,0,1.0,1.0,0,18271.0,19584.5,0,4,0.8657499999999999,0.019292161620720488,0.84,0.894,0.26575000000000004,0.019292161620720488,0.26644933852423053,0.26575000000000004,0.0,0,0,1.0,1.0,0,4755.0,7293.75,0,4,0.30424999999999996,0.002046338192968114,0.301,0.306,-0.29574999999999996,0.002046338192968114,0.2957570793742729,0.29574999999999996,1.0,4,0,1.0,1.0,0,18015.0,18532.0,0
15,15,power_law,4.532,1.0,7857.0,-0.46799999999999997,0.46799999999999997,9.36,1,1,1.975,1.0,9202.0,-0.02499999999999991,0.02499999999999991,1.2499999999999956,1,1,2.732,1.0,17140.0,-2.268,2.268,45.35999999999999,1,1,2.558,1.0,18240.0,0.5579999999999998,0.5579999999999998,27.89999999999999,1,1,0.804,1.0,11481.0,-0.19599999999999995,0.19599999999999995,19.599999999999994,0,1,0.011,1.0,26675.0,0.0009999999999999992,0.0009999999999999992,9.999999999999991,1,1,0.317,1.0,35273.0,0.017000000000000015,0.017000000000000015,5.666666666666672,1,1,17.412,1.0,23870.0,-0.588000000000001,0.588000000000001,3.266666666666672,1,1,4,0.09275,0.029328953271468793,0.047,0.123,0.09275,0.029328953271468793,0.09727666729488628,0.09275,1.0,4,0,1.0,1.0,0,5519.0,8241.0,0,4,5.452,0.4159525213290574,4.793,5.827,5.452,0.4159525213290574,5.4678442278470225,5.452,1.0,4,0,1.0,1.0,0,16047.0,17615.0,0,4,-0.03350000000000001,0.18853447960519054,-0.275,0.247,-0.03350000000000001,0.18853447960519054,0.19148759750960376,0.157,1.0,4,0,1.0,1.0,0,17694.0,24740.25,0,4,28.466249999999995,2.74905696330578,26.07,32.967,28.466249999999995,2.74905696330578,28.598683592955812,28.466249999999995,1.0,4,0,1.0,1.0,0,14378.0,16982.25,0,4,0.859,0.016537835408541243,0.84,0.883,0.259,0.016537835408541243,0.259527455195014,0.259,0.0,0,0,1.0,1.0,0,5175.0,7911.25,0,4,0.30674999999999997,0.004205650960315184,0.302,0.313,-0.29324999999999996,0.004205650960315184,0.29328015616471564,0.29324999999999996,1.0,4,0,1.0,1.0,0,16376.0,16499.0,0
16,16,power_law,3.817,1.0,11355.0,-1.1829999999999998,1.1829999999999998,23.659999999999997,1,1,1.888,1.0,11894.0,-0.1120000000000001,0.1120000000000001,5.600000000000005,1,1,2.714,1.0,16290.0,-2.286,2.286,45.72,1,1,2.639,1.0,16065.0,0.6389999999999998,0.6389999999999998,31.94999999999999,1,1,0.807,1.0,12498.0,-0.19299999999999995,0.19299999999999995,19.299999999999994,0,1,0.01,1.0,26676.0,0.0,0.0,0.0,1,1,0.317,1.0,26734.0,0.017000000000000015,0.017000000000000015,5.666666666666672,1,1,18.105,1.0,22671.0,0.10500000000000043,0.10500000000000043,0.5833333333333357,1,1,4,0.04425,0.015188400179084035,0.019,0.059,0.04425,0.015188400179084035,0.04678407848830625,0.04425,1.0,4,0,1.0,1.0,0,10410.0,14096.75,0,4,5.401249999999999,0.43244269851623107,4.798,5.848,5.401249999999999,0.43244269851623107,5.418533773079208,5.401249999999999,1.0,4,0,1.0,1.0,0,16144.0,17452.5,0,4,0.11925,0.10851583985759866,0.04,0.305,0.11925,0.10851583985759866,0.16123352629028492,0.11925,1.0,4,0,1.0,1.0,0,22207.0,25626.25,0,4,27.381,1.6597850764481534,25.782,29.809,27.381,1.6597850764481534,27.43126040669659,27.381,1.0,4,0,1.0,1.0,0,12411.0,14054.25,0,4,0.8634999999999999,0.02520416632225714,0.825,0.891,0.2635,0.025204166322257145,0.2647026633791205,0.2635,0.0,0,0,1.0,1.0,0,5902.0,8081.0,0,4,0.3175,0.0049244289008980565,0.311,0.324,-0.2825,0.0049244289008980565,0.28254291709402307,0.2825,1.0,4,0,1.0,1.0,0,14676.0,15366.25,0
17,17,power_law,4.852,1.0,17250.0,-0.1479999999999997,0.1479999999999997,2.9599999999999937,1,1,2.045,1.0,14459.0,0.04499999999999993,0.04499999999999993,2.2499999999999964,1,1,3.125,1.0,13591.0,-1.875,1.875,37.5,1,1,2.583,1.0,21082.0,0.5830000000000002,0.5830000000000002,29.15000000000001,1,1,0.776,1.0,7997.0,-0.22399999999999998,0.22399999999999998,22.4,0,1,0.011,1.0,34308.0,0.0009999999999999992,0.0009999999999999992,9.999999999999991,1,1,0.313,1.0,38299.0,0.013000000000000012,0.013000000000000012,4.3333333333333375,1,1,18.649,1.0,34446.0,0.6490000000000009,0.6490000000000009,3.6055555555555605,1,1,4,0.04075,0.023381349405027934,0.022,0.08,0.04075,0.023381349405027934,0.04698137929009748,0.04075,1.0,4,0,1.0,1.0,0,13970.0,21579.25,0,4,5.12025,0.19122418126377236,4.879,5.399,5.12025,0.19122418126377236,5.123819546978601,5.12025,1.0,4,0,1.0,1.0,0,15744.0,18370.0,0,4,-0.05675,0.12885335657250066,-0.261,0.089,-0.05675,0.12885335657250066,0.14079683945316387,0.10225,1.0,4,0,1.0,1.0,0,27837.0,33105.75,0,4,24.7305,2.8637671431176104,19.965,27.573,24.7305,2.8637671431176104,24.895758524294855,24.7305,1.0,4,0,1.0,1.0,0,11388.0,12597.0,0,4,0.85825,0.008613216588476115,0.844,0.866,0.25825,0.008613216588476115,0.25839359512186055,0.25825,0.0,0,0,1.0,1.0,0,4881.0,5898.75,0,4,0.3484999999999999,0.0038405728739343077,0.344,0.354,-0.2515,0.0038405728739343077,0.2515293223463221,0.2515,1.0,4,0,1.0,1.0,0,16386.0,16622.0,0
18,18,power_law,4.881,1.0,12818.0,-0.11899999999999977,0.11899999999999977,2.3799999999999955,1,1,2.091,1.0,12265.0,0.09100000000000019,0.09100000000000019,4.55000000000001,1,1,3.402,1.0,14331.0,-1.5979999999999999,1.5979999999999999,31.96,1,1,2.484,1.0,20979.0,0.484,0.484,24.2,1,1,0.774,1.0,8901.0,-0.22599999999999998,0.22599999999999998,22.599999999999998,0,1,0.014,1.0,41754.0,0.004,0.004,40.0,1,1,0.321,1.0,44290.0,0.02100000000000002,0.02100000000000002,7.000000000000006,1,1,19.462,1.0,33734.0,1.4619999999999997,1.4619999999999997,8.122222222222222,1,1,4,0.046,0.033120990323358385,0.021,0.103,0.046,0.033120990323358385,0.05668333088307355,0.046,1.0,4,0,1.0,1.0,0,10120.0,18844.0,0,4,5.081250000000001,0.9895181592573226,3.465,6.109,5.081250000000001,0.9895181592573226,5.176702401143029,5.081250000000001,1.0,4,0,1.0,1.0,0,14632.0,18159.5,0,4,-0.030749999999999993,0.17967244502148905,-0.221,0.171,-0.030749999999999993,0.17967244502148905,0.18228480463275046,0.17875000000000002,1.0,4,0,1.0,1.0,0,28358.0,31704.5,0,4,28.008,10.953676802790923,19.693,46.857,28.008,10.953676802790923,30.07376098029643,28.008,0.75,3,0,1.0,1.0,0,5593.0,9325.25,0,4,0.8654999999999999,0.0135922772190682,0.848,0.886,0.2655,0.0135922772190682,0.26584770076116887,0.2655,0.0,0,0,1.0,1.0,0,5257.0,7190.5,0,4,0.3615,0.012010412149464324,0.349,0.38,-0.2385,0.012010412149464324,0.23880221942017205,0.2385,1.0,4,0,1.0,1.0,0,13823.0,15050.0,0
19,19,power_law,5.096,1.0,9719.0,0.09600000000000009,0.09600000000000009,1.9200000000000015,1,1,2.207,1.0,8335.0,0.20699999999999985,0.20699999999999985,10.349999999999993,1,1,2.9,1.0,16951.0,-2.1,2.1,42.00000000000001,1,1,2.451,1.0,15511.0,0.45100000000000007,0.45100000000000007,22.550000000000004,1,1,0.822,1.0,13987.0,-0.17800000000000005,0.17800000000000005,17.800000000000004,0,1,0.011,1.0,22870.0,0.0009999999999999992,0.0009999999999999992,9.999999999999991,1,1,0.323,1.0,35649.0,0.02300000000000002,0.02300000000000002,7.666666666666674,1,1,21.396,1.0,26433.0,3.396000000000001,3.396000000000001,18.86666666666667,0,1,4,0.08675000000000001,0.03731202889149825,0.05,0.149,0.08675000000000001,0.03731202889149825,0.09443383927385353,0.08675000000000001,1.0,4,0,1.0,1.0,0,3876.0,8162.75,0,4,5.509,0.46569195827284793,4.908,6.064,5.509,0.46569195827284793,5.528648116854607,5.509,1.0,4,0,1.0,1.0,0,11736.0,17345.0,0,4,-0.019500000000000003,0.11479220356801241,-0.135,0.143,-0.019500000000000003,0.11479220356801241,0.11643667807009954,0.10800000000000001,1.0,4,0,1.0,1.0,0,9665.0,21823.25,0,4,28.746000000000002,3.147433795967757,23.718,32.255,28.746000000000002,3.147433795967757,28.917794789713827,28.746000000000002,1.0,4,0,1.0,1.0,0,9837.0,15606.25,0,4,0.87875,0.00941740410091869,0.868,0.89,0.27875000000000005,0.00941740410091869,0.2789090353502375,0.27875000000000005,0.0,0,0,1.0,1.0,0,5065.0,6633.25,0,4,0.29624999999999996,0.0058896094946948785,0.287,0.303,-0.30374999999999996,0.0058896094946948785,0.3038070933997427,0.30374999999999996,1.0,4,0,1.0,1.0,0,15707.0,16296.75,0
20,20,power_law,6.289,1.0,9312.0,1.2889999999999997,1.2889999999999997,25.77999999999999,1,1,2.34,1.0,10197.0,0.33999999999999986,0.33999999999999986,16.999999999999993,1,1,2.588,1.0,10190.0,-2.412,2.412,48.24,1,1,2.599,1.0,14910.0,0.5990000000000002,0.5990000000000002,29.95000000000001,1,1,0.773,1.0,8260.0,-0.22699999999999998,0.22699999999999998,22.7,0,1,0.008,1.0,15571.0,-0.002,0.002,20.0,1,1,0.307,1.0,34636.0,0.007000000000000006,0.007000000000000006,2.3333333333333357,1,1,20.933,1.0,30150.0,2.933,2.933,16.294444444444444,0,1,4,0.094,0.06202015801334272,0.028,0.173,0.094,0.06202015801334272,0.11261660623549263,0.094,1.0,4,0,1.0,1.0,0,3375.0,11809.75,0,4,5.62325,0.3538356786701987,5.044,6.005,5.62325,0.3538356786701987,5.634371326953877,5.62325,1.0,4,0,1.0,1.0,0,1493.0,13114.0,0,4,0.014750000000000001,0.055228502605086084,-0.05,0.101,0.014750000000000001,0.055228502605086084,0.05716423707179167,0.044250000000000005,1.0,4,0,1.0,1.0,0,2118.0,20523.0,0,4,29.428,1.4306140290099223,27.435,31.361,29.428,1.4306140290099223,29.46275344396718,29.428,1.0,4,0,1.0,1.0,0,10102.0,16410.25,0,4,0.82175,0.017020208576865304,0.809,0.851,0.22175000000000003,0.017020208576865304,0.2224022257082874,0.22175000000000003,0.0,0,0,1.0,1.0,0,3872.0,5898.5,0,4,0.273,0.004949747468305838,0.268,0.281,-0.32699999999999996,0.004949747468305838,0.3270374596280982,0.32699999999999996,1.0,4,0,1.0,1.0,0,16783.0,17279.0,0
21,21,power_law,4.068,1.0,13076.0,-0.9320000000000004,0.9320000000000004,18.640000000000008,1,1,1.89,1.0,14894.0,-0.1100000000000001,0.1100000000000001,5.500000000000005,1,1,2.763,1.0,19494.0,-2.237,2.237,44.74,1,1,2.514,1.0,22313.0,0.5139999999999998,0.5139999999999998,25.69999999999999,1,1,0.823,1.0,15637.0,-0.17700000000000005,0.17700000000000005,17.700000000000003,0,1,0.014,1.0,34961.0,0.004,0.004,40.0,1,1,0.297,1.0,41981.0,-0.0030000000000000027,0.0030000000000000027,1.0000000000000009,1,1,16.531,1.0,32440.0,-1.4690000000000012,1.4690000000000012,8.161111111111117,1,1,4,0.14775,0.12636925061105647,0.034,0.361,0.14775,0.12636925061105647,0.19442029215079376,0.14775,1.0,4,0,1.005,1.02,1,209.0,7717.25,1,4,5.506,0.061611687202997464,5.436,5.604,5.506,0.061611687202997464,5.506344704066391,5.506,1.0,4,0,1.0,1.0,0,19141.0,21728.0,0,4,0.03025,0.1375088633506946,-0.091,0.263,0.03025,0.1375088633506946,0.14079683945316387,0.10124999999999999,1.0,4,0,1.0,1.0,0,28683.0,30130.0,0,4,28.775250000000003,2.092252897596273,26.46,31.343,28.775250000000003,2.092252897596273,28.851213748298356,28.775250000000003,1.0,4,0,1.0,1.0,0,21125.0,23316.75,0,4,0.8712500000000001,0.011143944544011344,0.855,0.885,0.27125,0.011143944544011344,0.27147882053670414,0.27125,0.0,0,0,1.0,1.0,0,5246.0,7547.0,0,4,0.2915,0.0016583123951777014,0.29,0.294,-0.3085,0.0016583123951777014,0.308504457018047,0.3085,1.0,4,0,1.0,1.0,0,18681.0,19847.25,0
22,22,power_law,4.464,1.0,14394.0,-0.5359999999999996,0.5359999999999996,10.719999999999992,1,1,1.962,1.0,15532.0,-0.038000000000000034,0.038000000000000034,1.9000000000000017,1,1,2.761,1.0,18698.0,-2.239,2.239,44.78,1,1,2.503,1.0,16826.0,0.5030000000000001,0.5030000000000001,25.150000000000006,1,1,0.819,1.0,13034.0,-0.18100000000000005,0.18100000000000005,18.100000000000005,0,1,0.007,1.0,37268.0,-0.003,0.003,30.0,1,1,0.331,1.0,37520.0,0.031000000000000028,0.031000000000000028,10.333333333333343,1,1,18.946,1.0,31881.0,0.9460000000000015,0.9460000000000015,5.255555555555564,1,1,4,0.08875,0.04114228360215315,0.04,0.154,0.08875,0.04114228360215315,0.09782254341408221,0.08875,1.0,4,0,1.0,1.0,0,3429.0,9831.75,0,4,5.54075,0.21392916467840492,5.172,5.695,5.54075,0.21392916467840492,5.544878380090947,5.54075,1.0,4,0,1.0,1.0,0,21293.0,23179.0,0,4,0.126,0.25701361831622854,-0.178,0.526,0.126,0.25701361831622854,0.28623766348962537,0.21500000000000002,0.75,3,0,1.0,1.0,0,25569.0,29219.25,0,4,29.1375,1.5142332217990724,27.509,31.028,29.1375,1.5142332217990724,29.176819711887724,29.1375,1.0,4,0,1.0,1.0,0,19039.0,21565.0,0,4,0.8727499999999999,0.009010410645470058,0.858,0.881,0.27275000000000005,0.009010410645470058,0.2728987907631692,0.27275000000000005,0.0,0,0,1.0,1.0,0,5461.0,6791.5,0,4,0.28974999999999995,0.0022776083947860766,0.287,0.292,-0.31024999999999997,0.0022776083947860766,0.3102583600807559,0.31024999999999997,1.0,4,0,1.0,1.0,0,19812.0,20352.25,0
23,23,power_law,5.568,1.0,11332.0,0.5679999999999996,0.5679999999999996,11.359999999999992,1,1,2.22,1.0,11789.0,0.2200000000000002,0.2200000000000002,11.00000000000001,1,1,2.583,1.0,15875.0,-2.417,2.417,48.339999999999996,1,1,2.721,1.0,19974.0,0.7210000000000001,0.7210000000000001,36.050000000000004,1,1,0.78,1.0,9433.0,-0.21999999999999997,0.21999999999999997,21.999999999999996,0,1,0.01,1.0,29171.0,0.0,0.0,0.0,1,1,0.309,1.0,37120.0,0.009000000000000008,0.009000000000000008,3.0000000000000027,1,1,18.576,1.0,24119.0,0.5760000000000005,0.5760000000000005,3.200000000000003,1,1,4,0.077,0.06645675285477015,0.026,0.191,0.077,0.06645675285477015,0.10171283104898811,0.077,1.0,4,0,1.0,1.0,0,3487.0,14096.25,0,4,5.412000000000001,0.24642341609514296,5.035,5.71,5.412000000000001,0.24642341609514296,5.4176072670506485,5.412000000000001,1.0,4,0,1.0,1.0,0,17399.0,19028.25,0,4,0.02,0.06055163086160438,-0.077,0.086,0.02,0.06055163086160438,0.06376911478137359,0.0585,1.0,4,0,1.0,1.0,0,20564.0,24629.0,0,4,27.69375,1.1003766116652962,26.123,29.211,27.69375,1.1003766116652962,27.715602424446775,27.69375,1.0,4,0,1.0,1.0,0,13006.0,15311.0,0,4,0.84425,0.013917165659716794,0.83,0.861,0.24425,0.013917165659716792,0.24464617307450365,0.24425,0.0,0,0,1.0,1.0,0,5570.0,7018.5,0,4,0.302,0.002549509756796395,0.299,0.306,-0.298,0.002549509756796395,0.2980109058407091,0.298,1.0,4,0,1.0,1.0,0,16847.0,17477.0,0
24,24,power_law,5.028,1.0,11494.0,0.02799999999999958,0.02799999999999958,0.5599999999999916,1,1,2.016,1.0,11861.0,0.016000000000000014,0.016000000000000014,0.8000000000000007,1,1,3.116,1.0,17107.0,-1.884,1.884,37.68,1,1,2.471,1.0,16905.0,0.4710000000000001,0.4710000000000001,23.550000000000004,1,1,0.755,1.0,10191.0,-0.245,0.245,24.5,0,1,0.012,1.0,38886.0,0.002,0.002,20.0,1,1,0.296,1.0,39298.0,-0.0040000000000000036,0.0040000000000000036,1.3333333333333346,1,1,17.574,1.0,32394.0,-0.4259999999999984,0.4259999999999984,2.3666666666666574,1,1,4,0.08825,0.06761055760752163,0.02,0.194,0.08825,0.06761055760752163,0.11117216378212669,0.08825,1.0,4,0,1.0,1.0,0,6284.0,14889.5,0,4,5.215250000000001,0.5641579455258963,4.537,5.871,5.215250000000001,0.5641579455258963,5.245675051887983,5.215250000000001,1.0,4,0,1.0,1.0,0,15245.0,19747.5,0,4,0.0015000000000000013,0.190145339148768,-0.324,0.157,0.0015000000000000013,0.190145339148768,0.19015125558354853,0.1635,0.75,3,0,1.0,1.0,0,28866.0,30643.75,0,4,27.49775,4.5545950080660305,20.74,33.433,27.49775,4.5545950080660305,27.8723983673813,27.49775,1.0,4,0,1.0,1.0,0,8515.0,10718.25,0,4,0.8354999999999999,0.01023474474522937,0.824,0.85,0.2355,0.01023474474522937,0.23572229423624738,0.2355,0.0,0,0,1.0,1.0,0,5809.0,7844.25,0,4,0.33375000000000005,0.005402545696243582,0.327,0.342,-0.26625,0.005402545696243582,0.26630480656570954,0.26625,1.0,4,0,1.0,1.0,0,14787.0,15188.0,0
25,25,power_law,5.571,1.0,12976.0,0.5709999999999997,0.5709999999999997,11.419999999999995,1,1,2.147,1.0,14726.0,0.1469999999999998,0.1469999999999998,7.34999999999999,1,1,2.612,1.0,19614.0,-2.388,2.388,47.76,1,1,2.605,1.0,22114.0,0.605,0.605,30.25,1,1,0.796,1.0,13765.0,-0.20399999999999996,0.20399999999999996,20.399999999999995,0,1,0.012,1.0,33307.0,0.002,0.002,20.0,1,1,0.291,1.0,36025.0,-0.009000000000000008,0.009000000000000008,3.0000000000000027,1,1,15.716,1.0,31933.0,-2.2840000000000007,2.2840000000000007,12.688888888888894,0,1,4,0.131,0.0412310562561766,0.069,0.185,0.131,0.0412310562561766,0.13733535597216037,0.131,1.0,4,0,1.0,1.0,0,6331.0,9591.5,0,4,5.517750000000001,0.04639706348466447,5.487,5.598,5.517750000000001,0.04639706348466447,5.517945065873708,5.517750000000001,1.0,4,0,1.0,1.0,0,18004.0,20884.75,0,4,-0.08725,0.10534556231754616,-0.232,0.055,-0.08725,0.10534556231754616,0.13678541588926796,0.11475,1.0,4,0,1.0,1.0,0,26594.0,30241.75,0,4,29.485500000000002,0.4401854722727674,29.03,30.095,29.485500000000002,0.4401854722727674,29.488785554851187,29.485500000000002,1.0,4,0,1.0,1.0,0,15522.0,20696.75,0,4,0.85575,0.006869315832017049,0.848,0.864,0.25575000000000003,0.006869315832017049,0.2558422365443204,0.25575000000000003,0.0,0,0,1.0,1.0,0,5237.0,6563.75,0,4,0.29124999999999995,0.0010897247358851695,0.29,0.293,-0.30874999999999997,0.0010897247358851695,0.3087519230709341,0.30874999999999997,1.0,4,0,1.0,1.0,0,19006.0,20370.25,0
26,26,power_law,4.635,1.0,10914.0,-0.3650000000000002,0.3650000000000002,7.300000000000003,1,1,2.049,1.0,11911.0,0.04899999999999993,0.04899999999999993,2.4499999999999966,1,1,2.726,1.0,18172.0,-2.274,2.274,45.48,1,1,2.531,1.0,17367.0,0.5310000000000001,0.5310000000000001,26.550000000000008,1,1,0.798,1.0,12047.0,-0.20199999999999996,0.20199999999999996,20.199999999999996,0,1,0.004,1.0,33596.0,-0.006,0.006,60.0,0,1,0.295,1.0,34059.0,-0.0050000000000000044,0.0050000000000000044,1.6666666666666683,1,1,20.3,1.0,29032.0,2.3000000000000007,2.3000000000000007,12.777777777777782,1,1,4,0.0785,0.010828203913853857,0.067,0.096,0.0785,0.010828203913853857,0.07924329624643336,0.0785,1.0,4,0,1.0,1.0,0,8153.0,9276.25,0,4,5.551,0.09116194381429123,5.41,5.657,5.551,0.09116194381429123,5.551748508353022,5.551,1.0,4,0,1.0,1.0,0,20656.0,21659.0,0,4,0.14975,0.15558659164593844,-0.04,0.364,0.14975,0.15558659164593844,0.215945016149945,0.16975,1.0,4,0,1.0,1.0,0,27011.0,29198.75,0,4,30.166,1.6921676926356921,28.303,32.328,30.166,1.6921676926356921,30.213423961874962,30.166,1.0,4,0,1.0,1.0,0,17507.0,18437.5,0,4,0.86075,0.00432290411644765,0.854,0.866,0.26075000000000004,0.00432290411644765,0.26078583167035746,0.26075000000000004,0.0,0,0,1.0,1.0,0,5464.0,6209.0,0,4,0.2845,0.002179449471770339,0.282,0.288,-0.3155,0.002179449471770339,0.31550752764395334,0.3155,1.0,4,0,1.0,1.0,0,18448.0,19151.0,0
27,27,power_law,4.828,1.0,10388.0,-0.1719999999999997,0.1719999999999997,3.4399999999999946,1,1,2.072,1.0,10329.0,0.07200000000000006,0.07200000000000006,3.600000000000003,1,1,2.834,1.0,15691.0,-2.166,2.166,43.32,1,1,2.455,1.0,14556.0,0.45500000000000007,0.45500000000000007,22.750000000000004,1,1,0.798,1.0,11623.0,-0.20199999999999996,0.20199999999999996,20.199999999999996,0,1,0.007,1.0,35649.0,-0.003,0.003,30.0,1,1,0.317,1.0,35340.0,0.017000000000000015,0.017000000000000015,5.666666666666672,1,1,19.032,1.0,27805.0,1.032,1.032,5.733333333333333,1,1,4,0.0645,0.013162446581088186,0.052,0.085,0.0645,0.013162446581088186,0.06582932477247508,0.0645,1.0,4,0,1.0,1.0,0,11214.0,12615.5,0,4,5.54375,0.3114067878194054,5.092,5.972,5.54375,0.3114067878194054,5.552489374145618,5.54375,1.0,4,0,1.0,1.0,0,18579.0,21460.0,0,4,-0.056999999999999995,0.26891820317709997,-0.42,0.258,-0.056999999999999995,0.26891820317709997,0.2748927063419472,0.254,1.0,4,0,1.0,1.0,0,24334.0,27166.0,0,4,31.11425,4.4285348804655476,23.928,35.862,31.11425,4.4285348804655476,31.42782961405385,31.11425,1.0,4,0,1.0,1.0,0,14555.0,16646.75,0,4,0.8532500000000001,0.011008519428152008,0.841,0.871,0.25325,0.011008519428152008,0.25348915164164326,0.25325,0.0,0,0,1.0,1.0,0,4552.0,6161.25,0,4,0.2995,0.003500000000000003,0.294,0.303,-0.3005,0.003500000000000003,0.30052038200428266,0.3005,1.0,4,0,1.0,1.0,0,14358.0,15385.75,0
