,simulation,model,scale1_post_mean,scale1_rhat,scale1_ess_bulk,scale1_bias,scale1_abs_bias,scale1_relative_error,scale1_covered,scale1_converged,exponent1_post_mean,exponent1_rhat,exponent1_ess_bulk,exponent1_bias,exponent1_abs_bias,exponent1_relative_error,exponent1_covered,exponent1_converged,q_param_post_mean,q_param_rhat,q_param_ess_bulk,q_param_bias,q_param_abs_bias,q_param_relative_error,q_param_covered,q_param_converged,pi0_post_mean,pi0_rhat,pi0_ess_bulk,pi0_bias,pi0_abs_bias,pi0_relative_error,pi0_covered,pi0_converged,phi_post_mean,phi_rhat,phi_ess_bulk,phi_bias,phi_abs_bias,phi_relative_error,phi_covered,phi_converged,n_fx1,fx1_post_mean_avg,fx1_post_mean_sd,fx1_post_mean_min,fx1_post_mean_max,fx1_bias_mean,fx1_bias_sd,fx1_rmse,fx1_mae,fx1_coverage_rate,fx1_n_covered,fx1_n_rhat_nan,fx1_rhat_mean,fx1_rhat_max,fx1_n_rhat_above_1.01,fx1_ess_bulk_min,fx1_ess_bulk_mean,fx1_n_ess_below_400,n_fx2,fx2_post_mean_avg,fx2_post_mean_sd,fx2_post_mean_min,fx2_post_mean_max,fx2_bias_mean,fx2_bias_sd,fx2_rmse,fx2_mae,fx2_coverage_rate,fx2_n_covered,fx2_n_rhat_nan,fx2_rhat_mean,fx2_rhat_max,fx2_n_rhat_above_1.01,fx2_ess_bulk_min,fx2_ess_bulk_mean,fx2_n_ess_below_400,n_fy1,fy1_post_mean_avg,fy1_post_mean_sd,fy1_post_mean_min,fy1_post_mean_max,fy1_bias_mean,fy1_bias_sd,fy1_rmse,fy1_mae,fy1_coverage_rate,fy1_n_covered,fy1_n_rhat_nan,fy1_rhat_mean,fy1_rhat_max,fy1_n_rhat_above_1.01,fy1_ess_bulk_min,fy1_ess_bulk_mean,fy1_n_ess_below_400,n_fy2,fy2_post_mean_avg,fy2_post_mean_sd,fy2_post_mean_min,fy2_post_mean_max,fy2_bias_mean,fy2_bias_sd,fy2_rmse,fy2_mae,fy2_coverage_rate,fy2_n_covered,fy2_n_rhat_nan,fy2_rhat_mean,fy2_rhat_max,fy2_n_rhat_above_1.01,fy2_ess_bulk_min,fy2_ess_bulk_mean,fy2_n_ess_below_400,n_fz1,fz1_post_mean_avg,fz1_post_mean_sd,fz1_post_mean_min,fz1_post_mean_max,fz1_bias_mean,fz1_bias_sd,fz1_rmse,fz1_mae,fz1_coverage_rate,fz1_n_covered,fz1_n_rhat_nan,fz1_rhat_mean,fz1_rhat_max,fz1_n_rhat_above_1.01,fz1_ess_bulk_min,fz1_ess_bulk_mean,fz1_n_ess_below_400,n_fz2,fz2_post_mean_avg,fz2_post_mean_sd,fz2_post_mean_min,fz2_post_mean_max,fz2_bias_mean,fz2_bias_sd,fz2_rmse,fz2_mae,fz2_coverage_rate,fz2_n_covered,fz2_n_rhat_nan,fz2_rhat_mean,fz2_rhat_max,fz2_n_rhat_above_1.01,fz2_ess_bulk_min,fz2_ess_bulk_mean,fz2_n_ess_below_400
10,10,power_law,0.143,1.01,7730.0,-4.857,4.857,97.14,0,1,0.398,1.13,20.0,-1.6019999999999999,1.6019999999999999,80.1,0,0,0.012,1.0,36934.0,0.002,0.002,20.0,1,1,0.3,1.0,28548.0,0.0,0.0,0.0,1,1,7.303,1.07,33.0,-10.697,10.697,59.42777777777777,0,0,4,0.113,0.06319414529843725,0.05,0.205,0.113,0.06319414529843725,0.1294700737622405,0.113,1.0,4,0,1.0125,1.03,1,16159.0,17663.0,0,4,0.113,0.06319414529843725,0.05,0.205,0.113,0.06319414529843725,0.1294700737622405,0.113,1.0,4,0,1.0125,1.03,1,16159.0,17663.0,0,4,18.8425,14.146055024281505,-0.044,37.946,18.8425,14.146055024281505,23.561635745423107,18.8645,1.0,4,0,1.4475,1.73,3,6.0,5088.25,3,4,18.8425,14.146055024281505,-0.044,37.946,-31.1575,14.146055024281502,34.21842601581785,31.1575,0.75,3,0,1.4475,1.73,3,6.0,5088.25,3,4,0.54725,0.01196609794377429,0.534,0.565,-0.052749999999999964,0.01196609794377429,0.05409020243999828,0.052749999999999964,1.0,4,0,1.01,1.01,0,6245.0,6699.0,0,4,0.54725,0.01196609794377429,0.534,0.565,-0.25275000000000003,0.01196609794377429,0.2530331006014826,0.25275000000000003,1.0,4,0,1.01,1.01,0,6245.0,6699.0,0
11,11,power_law,0.146,1.0,6673.0,-4.854,4.854,97.08,0,1,0.399,1.11,23.0,-1.601,1.601,80.05,0,0,0.01,1.0,28011.0,0.0,0.0,0.0,1,1,0.315,1.0,32717.0,0.015000000000000013,0.015000000000000013,5.000000000000004,1,1,6.79,1.09,28.0,-11.21,11.21,62.277777777777786,0,0,4,0.11599999999999999,0.02201136070305514,0.087,0.149,0.11599999999999999,0.02201136070305514,0.118069894554031,0.11599999999999999,1.0,4,0,1.025,1.08,2,10201.0,15023.5,0,4,0.11599999999999999,0.02201136070305514,0.087,0.149,0.11599999999999999,0.02201136070305514,0.118069894554031,0.11599999999999999,1.0,4,0,1.025,1.08,2,10201.0,15023.5,0,4,21.87775,16.429324839673114,-0.518,37.815,21.87775,16.429324839673114,27.3598000678002,22.13675,1.0,4,0,1.3975000000000002,1.53,3,7.0,4016.5,3,4,21.87775,16.429324839673114,-0.518,37.815,-28.12225,16.429324839673114,32.56967392759712,28.12225,0.75,3,0,1.3975000000000002,1.53,3,7.0,4016.5,3,4,0.57575,0.010084022015049316,0.559,0.586,-0.024249999999999994,0.010084022015049316,0.026263091973337774,0.024249999999999994,1.0,4,0,1.03,1.03,4,88.0,94.75,4,4,0.57575,0.010084022015049316,0.559,0.586,-0.22425000000000006,0.010084022015049316,0.22447661348122663,0.22425000000000006,1.0,4,0,1.03,1.03,4,88.0,94.75,4
12,12,power_law,0.152,1.0,8592.0,-4.848,4.848,96.96000000000001,0,1,0.443,1.0,23247.0,-1.557,1.557,77.85,0,1,0.013,1.0,32411.0,0.002999999999999999,0.002999999999999999,29.999999999999993,1,1,0.295,1.0,32107.0,-0.0050000000000000044,0.0050000000000000044,1.6666666666666683,1,1,6.865,1.0,28111.0,-11.135,11.135,61.861111111111114,0,1,4,0.08125,0.034513584282134475,0.043,0.12,0.08125,0.034513584282134475,0.08827655407864538,0.08125,1.0,4,0,1.0,1.0,0,11710.0,15467.0,0,4,0.08125,0.034513584282134475,0.043,0.12,0.08125,0.034513584282134475,0.08827655407864538,0.08125,1.0,4,0,1.0,1.0,0,11710.0,15467.0,0,4,-0.30975,0.13497847050548467,-0.478,-0.123,-0.30975,0.13497847050548467,0.3378820060316915,0.30975,1.0,4,0,1.0,1.0,0,16441.0,21300.25,0,4,-0.30975,0.13497847050548467,-0.478,-0.123,-50.30975,0.13497847050548575,50.309931069819605,50.30975,0.0,0,0,1.0,1.0,0,16441.0,21300.25,0,4,0.63175,0.01087140745257946,0.614,0.642,0.03175000000000003,0.01087140745257946,0.0335596483890997,0.03175000000000003,1.0,4,0,1.0,1.0,0,6174.0,6726.75,0,4,0.63175,0.01087140745257946,0.614,0.642,-0.16825000000000004,0.01087140745257946,0.16860086002153138,0.16825000000000004,1.0,4,0,1.0,1.0,0,6174.0,6726.75,0
13,13,power_law,0.132,1.0,6137.0,-4.868,4.868,97.36,0,1,0.418,1.11,22.0,-1.582,1.582,79.10000000000001,0,0,0.005,1.0,16082.0,-0.005,0.005,50.0,1,1,0.3,1.0,19848.0,0.0,0.0,0.0,1,1,7.113,1.07,35.0,-10.887,10.887,60.483333333333334,0,0,4,0.10949999999999999,0.07685213074469699,0.038,0.239,0.10949999999999999,0.07685213074469699,0.13377780084901977,0.10949999999999999,1.0,4,0,1.0125,1.04,1,2337.0,9901.0,0,4,0.10949999999999999,0.07685213074469699,0.038,0.239,0.10949999999999999,0.07685213074469699,0.13377780084901977,0.10949999999999999,1.0,4,0,1.0125,1.04,1,2337.0,9901.0,0,4,9.27975,10.732018225268723,-0.563,25.446,9.27975,10.732018225268723,14.187669831582634,9.71325,1.0,4,0,1.315,1.73,2,6.0,4354.75,2,4,9.27975,10.732018225268723,-0.563,25.446,-40.72025000000001,10.732018225268723,42.11074655298811,40.72025000000001,0.5,2,0,1.315,1.73,2,6.0,4354.75,2,4,0.62425,0.010685855136581265,0.614,0.641,0.02425000000000002,0.010685855136581265,0.026500000000000024,0.02425000000000002,1.0,4,0,1.04,1.04,4,71.0,76.25,4,4,0.62425,0.010685855136581265,0.614,0.641,-0.17575000000000005,0.010685855136581265,0.17607455807128983,0.17575000000000005,1.0,4,0,1.04,1.04,4,71.0,76.25,4
14,14,power_law,0.145,1.0,8819.0,-4.855,4.855,97.10000000000001,0,1,0.426,1.06,42.0,-1.574,1.574,78.7,0,0,0.012,1.0,33450.0,0.002,0.002,20.0,1,1,0.312,1.0,31899.0,0.01200000000000001,0.01200000000000001,4.0000000000000036,1,1,7.077,1.06,43.0,-10.923,10.923,60.68333333333334,0,0,4,0.1005,0.05537373023374893,0.037,0.169,0.1005,0.05537373023374893,0.11474537027697458,0.1005,1.0,4,0,1.0175,1.07,1,10433.0,14847.75,0,4,0.1005,0.05537373023374893,0.037,0.169,0.1005,0.05537373023374893,0.11474537027697458,0.1005,1.0,4,0,1.0175,1.07,1,10433.0,14847.75,0,4,12.503,12.273980751980996,0.078,24.802,12.503,12.273980751980996,17.520719520042547,12.503,1.0,4,0,1.365,1.73,2,6.0,10282.5,2,4,12.503,12.273980751980996,0.078,24.802,-37.497,12.273980751980996,39.45472864562625,37.497,0.5,2,0,1.365,1.73,2,6.0,10282.5,2,4,0.625,0.009513148795220232,0.615,0.64,0.025000000000000022,0.009513148795220232,0.026748831750190535,0.025000000000000022,1.0,4,0,1.01,1.01,0,300.0,795.75,1,4,0.625,0.009513148795220232,0.615,0.64,-0.17500000000000004,0.009513148795220232,0.1752583806840632,0.17500000000000004,1.0,4,0,1.01,1.01,0,300.0,795.75,1
15,15,power_law,0.138,1.03,89.0,-4.862,4.862,97.24000000000001,0,0,0.405,1.03,85.0,-1.595,1.595,79.75,0,0,0.008,1.0,32873.0,-0.002,0.002,20.0,1,1,0.287,1.0,36431.0,-0.013000000000000012,0.013000000000000012,4.3333333333333375,1,1,6.692,1.02,228.0,-11.308,11.308,62.82222222222222,0,0,4,0.08750000000000001,0.014186260959111106,0.066,0.103,0.08750000000000001,0.014186260959111106,0.08864254057730972,0.08750000000000001,1.0,4,0,1.035,1.12,1,15885.0,17480.5,0,4,0.08750000000000001,0.014186260959111106,0.066,0.103,0.08750000000000001,0.014186260959111106,0.08864254057730972,0.08750000000000001,1.0,4,0,1.035,1.12,1,15885.0,17480.5,0,4,15.508,10.515951098212657,-0.313,25.204,15.508,10.515951098212657,18.73721674902652,15.6645,1.0,4,0,1.5,1.74,3,6.0,4988.5,3,4,15.508,10.515951098212657,-0.313,25.204,-34.492000000000004,10.515951098212659,36.05944108690538,34.492000000000004,0.75,3,0,1.5,1.74,3,6.0,4988.5,3,4,0.58525,0.007395099728874527,0.577,0.596,-0.014750000000000013,0.007395099728874526,0.016500000000000015,0.014750000000000013,1.0,4,0,1.01,1.01,0,644.0,1996.75,0,4,0.58525,0.007395099728874527,0.577,0.596,-0.21475000000000008,0.007395099728874526,0.21487729056370763,0.21475000000000008,1.0,4,0,1.01,1.01,0,644.0,1996.75,0
16,16,power_law,0.126,1.0,7498.0,-4.874,4.874,97.47999999999999,0,1,0.422,1.11,23.0,-1.578,1.578,78.9,0,0,0.014,1.0,30488.0,0.004,0.004,40.0,1,1,0.33,1.0,30128.0,0.030000000000000027,0.030000000000000027,10.000000000000009,1,1,7.182,1.09,26.0,-10.818,10.818,60.099999999999994,0,0,4,0.127,0.07408441131574173,0.068,0.254,0.127,0.07408441131574173,0.1470289087220605,0.127,1.0,4,0,1.1175,1.27,4,202.0,11667.0,1,4,0.127,0.07408441131574173,0.068,0.254,0.127,0.07408441131574173,0.1470289087220605,0.127,1.0,4,0,1.1175,1.27,4,202.0,11667.0,1,4,12.74425,0.15508122871579283,12.568,12.978,12.74425,0.15508122871579283,12.745193535211616,12.74425,1.0,4,0,1.53,1.53,4,7.0,7.0,4,4,12.74425,0.15508122871579283,12.568,12.978,-37.255750000000006,0.15508122871579352,37.25607277008676,37.255750000000006,1.0,4,0,1.53,1.53,4,7.0,7.0,4,4,0.62475,0.008584142356694706,0.61,0.631,0.024750000000000022,0.008584142356694706,0.026196373794859493,0.024750000000000022,1.0,4,0,1.0125,1.02,1,287.0,516.25,2,4,0.62475,0.008584142356694706,0.61,0.631,-0.17525000000000004,0.008584142356694706,0.17546010942661586,0.17525000000000004,1.0,4,0,1.0125,1.02,1,287.0,516.25,2
17,17,power_law,0.173,1.01,5604.0,-4.827,4.827,96.54,0,1,0.43,1.19,14.0,-1.57,1.57,78.5,0,0,0.015,1.0,27621.0,0.004999999999999999,0.004999999999999999,49.999999999999986,1,1,0.31,1.0,25192.0,0.010000000000000009,0.010000000000000009,3.3333333333333366,1,1,7.93,1.35,9.0,-10.07,10.07,55.94444444444444,0,0,4,0.32825000000000004,0.3856970151556789,0.054,0.99,0.32825000000000004,0.3856970151556789,0.5064684096762601,0.32825000000000004,1.0,4,0,1.105,1.42,1,43.0,11137.75,1,4,0.32825000000000004,0.3856970151556789,0.054,0.99,0.32825000000000004,0.3856970151556789,0.5064684096762601,0.32825000000000004,1.0,4,0,1.105,1.42,1,43.0,11137.75,1,4,19.25025,21.018577287425998,-0.426,50.125,19.25025,21.018577287425998,28.501801982506297,19.46325,0.75,3,0,1.1825,1.73,1,6.0,11911.75,1,4,19.25025,21.018577287425998,-0.426,50.125,-30.749750000000002,21.018577287425998,37.24684840694579,30.812250000000002,0.5,2,0,1.1825,1.73,1,6.0,11911.75,1,4,0.5835,0.03516034698349831,0.529,0.62,-0.016499999999999987,0.03516034698349832,0.03883941297187689,0.0305,1.0,4,0,1.065,1.08,4,33.0,55.75,4,4,0.5835,0.03516034698349831,0.529,0.62,-0.21650000000000005,0.03516034698349832,0.2193364994705624,0.21650000000000005,1.0,4,0,1.065,1.08,4,33.0,55.75,4
18,18,power_law,0.156,1.01,3135.0,-4.844,4.844,96.88000000000001,0,1,0.394,1.11,25.0,-1.6059999999999999,1.6059999999999999,80.3,0,0,0.017,1.02,207.0,0.007000000000000001,0.007000000000000001,70.0,1,0,0.325,1.01,25877.0,0.025000000000000022,0.025000000000000022,8.333333333333341,1,1,6.408,1.09,34.0,-11.591999999999999,11.591999999999999,64.39999999999999,0,0,4,0.1265,0.0465537323960174,0.076,0.185,0.1265,0.0465537323960174,0.13479428771279592,0.1265,1.0,4,0,1.03,1.07,3,773.0,10082.25,0,4,0.1265,0.0465537323960174,0.076,0.185,0.1265,0.0465537323960174,0.13479428771279592,0.1265,1.0,4,0,1.03,1.07,3,773.0,10082.25,0,4,31.543750000000003,18.73488064246741,12.664,50.775,31.543750000000003,18.73488064246741,36.68792603500503,31.543750000000003,0.5,2,0,1.31,1.59,4,7.0,5100.75,3,4,31.543750000000003,18.73488064246741,12.664,50.775,-18.456249999999997,18.73488064246741,26.298838695843585,18.84375,1.0,4,0,1.31,1.59,4,7.0,5100.75,3,4,0.5634999999999999,0.0044999999999999546,0.558,0.57,-0.03649999999999998,0.0044999999999999546,0.036776351096866555,0.03649999999999998,1.0,4,0,1.0475,1.05,4,65.0,66.0,4,4,0.5634999999999999,0.0044999999999999546,0.558,0.57,-0.23650000000000004,0.0044999999999999546,0.23654280796507007,0.23650000000000004,1.0,4,0,1.0475,1.05,4,65.0,66.0,4
19,19,power_law,0.177,1.0,7596.0,-4.823,4.823,96.46000000000001,0,1,0.414,1.03,79.0,-1.586,1.586,79.3,0,0,0.01,1.0,35634.0,0.0,0.0,0.0,1,1,0.308,1.0,37487.0,0.008000000000000007,0.008000000000000007,2.666666666666669,1,1,6.191,1.03,93.0,-11.809000000000001,11.809000000000001,65.60555555555555,0,0,4,0.12275,0.03814036575598089,0.079,0.184,0.12275,0.03814036575598089,0.12853890461646234,0.12275,1.0,4,0,1.01,1.04,1,14020.0,18290.0,0,4,0.12275,0.03814036575598089,0.079,0.184,0.12275,0.03814036575598089,0.12853890461646234,0.12275,1.0,4,0,1.01,1.04,1,14020.0,18290.0,0,4,18.6675,18.962559301159747,-0.318,50.264,18.6675,18.962559301159747,26.60928806826669,18.826500000000003,0.75,3,0,1.2650000000000001,1.53,2,7.0,9084.25,2,4,18.6675,18.962559301159747,-0.318,50.264,-31.332500000000003,18.962559301159747,36.62382027451533,31.4645,0.75,3,0,1.2650000000000001,1.53,2,7.0,9084.25,2,4,0.586,0.010700467279516358,0.574,0.602,-0.014000000000000012,0.010700467279516358,0.017621010186706112,0.015000000000000013,1.0,4,0,1.01,1.01,0,1508.0,2801.0,0,4,0.586,0.010700467279516358,0.574,0.602,-0.21400000000000008,0.010700467279516358,0.21426735635649224,0.21400000000000008,1.0,4,0,1.01,1.01,0,1508.0,2801.0,0
20,20,power_law,0.17,1.01,3639.0,-4.83,4.83,96.6,0,1,0.405,1.03,88.0,-1.595,1.595,79.75,0,0,0.013,1.0,28626.0,0.002999999999999999,0.002999999999999999,29.999999999999993,1,1,0.289,1.0,30954.0,-0.01100000000000001,0.01100000000000001,3.66666666666667,1,1,7.497,1.05,47.0,-10.503,10.503,58.35,0,0,4,0.16175,0.03384800584968042,0.12,0.205,0.16175,0.03384800584968042,0.1652535930017862,0.16175,1.0,4,0,1.0525,1.12,3,1023.0,12521.5,0,4,0.16175,0.03384800584968042,0.12,0.205,0.16175,0.03384800584968042,0.1652535930017862,0.16175,1.0,4,0,1.0525,1.12,3,1023.0,12521.5,0,4,12.5505,8.960317809653851,-0.007,25.334,12.5505,8.960317809653851,15.420841270825662,12.553999999999998,1.0,4,0,1.4475,1.73,3,6.0,4919.0,3,4,12.5505,8.960317809653851,-0.007,25.334,-37.4495,8.96031780965385,38.506523414870884,37.4495,0.75,3,0,1.4475,1.73,3,6.0,4919.0,3,4,0.53,0.00509901951359279,0.524,0.538,-0.06999999999999995,0.00509901951359279,0.07018546858146629,0.06999999999999995,1.0,4,0,1.02,1.02,4,161.0,194.5,4,4,0.53,0.00509901951359279,0.524,0.538,-0.27,0.00509901951359279,0.27004814385586884,0.27,1.0,4,0,1.02,1.02,4,161.0,194.5,4
21,21,power_law,0.163,1.02,235.0,-4.837,4.837,96.74,0,0,0.4,1.04,60.0,-1.6,1.6,80.0,0,0,0.007,1.0,34259.0,-0.003,0.003,30.0,1,1,0.295,1.0,31731.0,-0.0050000000000000044,0.0050000000000000044,1.6666666666666683,1,1,6.694,1.0,19855.0,-11.306000000000001,11.306000000000001,62.81111111111112,0,1,4,0.14875000000000002,0.08088069918095417,0.05,0.272,0.14875000000000002,0.08088069918095417,0.16931701036812574,0.14875000000000002,1.0,4,0,1.015,1.05,1,14751.0,17612.25,0,4,0.14875000000000002,0.08088069918095417,0.05,0.272,0.14875000000000002,0.08088069918095417,0.16931701036812574,0.14875000000000002,1.0,4,0,1.015,1.05,1,14751.0,17612.25,0,4,22.04875,16.45398622484837,0.094,38.085,22.04875,16.45398622484837,27.51147104845541,22.04875,1.0,4,0,1.3975,1.53,3,7.0,4496.75,3,4,22.04875,16.45398622484837,0.094,38.085,-27.951249999999998,16.45398622484837,32.43464257934716,27.951249999999998,0.75,3,0,1.3975,1.53,3,7.0,4496.75,3,4,0.571,0.004358898943540678,0.566,0.578,-0.029000000000000026,0.004358898943540678,0.029325756597230385,0.029000000000000026,1.0,4,0,1.0,1.0,0,5883.0,6338.0,0,4,0.571,0.004358898943540678,0.566,0.578,-0.2290000000000001,0.004358898943540678,0.22904148095923596,0.2290000000000001,1.0,4,0,1.0,1.0,0,5883.0,6338.0,0
22,22,power_law,0.167,1.02,8845.0,-4.833,4.833,96.66,0,0,0.408,1.47,8.0,-1.592,1.592,79.60000000000001,0,0,0.013,1.0,16806.0,0.002999999999999999,0.002999999999999999,29.999999999999993,1,1,0.329,1.0,29346.0,0.029000000000000026,0.029000000000000026,9.666666666666677,1,1,7.766,1.39,8.0,-10.234,10.234,56.85555555555556,0,0,4,0.17975,0.046964747417611,0.099,0.215,0.17975,0.046964747417611,0.18578414894710474,0.17975,1.0,4,0,1.045,1.11,2,314.0,6833.0,1,4,0.17975,0.046964747417611,0.099,0.215,0.17975,0.046964747417611,0.18578414894710474,0.17975,1.0,4,0,1.045,1.11,2,314.0,6833.0,1,4,21.89325,16.257812804541086,-0.277,37.831,21.89325,16.257812804541086,27.26959612370524,22.03175,1.0,4,0,1.4,1.53,3,7.0,3096.0,3,4,21.89325,16.257812804541086,-0.277,37.831,-28.106749999999998,16.257812804541086,32.47007657444004,28.106749999999998,0.75,3,0,1.4,1.53,3,7.0,3096.0,3,4,0.554,0.017790446874657157,0.536,0.576,-0.045999999999999985,0.017790446874657157,0.04932038118263075,0.045999999999999985,1.0,4,0,1.21,1.22,4,13.0,13.25,4,4,0.554,0.017790446874657157,0.536,0.576,-0.24600000000000005,0.017790446874657157,0.24664245376658095,0.24600000000000005,1.0,4,0,1.21,1.22,4,13.0,13.25,4
23,23,power_law,0.146,1.0,6981.0,-4.854,4.854,97.08,0,1,0.422,1.01,436.0,-1.578,1.578,78.9,0,1,0.011,1.0,27568.0,0.0009999999999999992,0.0009999999999999992,9.999999999999991,1,1,0.318,1.0,26382.0,0.018000000000000016,0.018000000000000016,6.000000000000005,1,1,7.69,1.0,19386.0,-10.309999999999999,10.309999999999999,57.27777777777777,0,1,4,0.125,0.08063187955145285,0.029,0.214,0.125,0.08063187955145285,0.14874978991581803,0.125,1.0,4,0,1.0,1.0,0,11422.0,15107.25,0,4,0.125,0.08063187955145285,0.029,0.214,0.125,0.08063187955145285,0.14874978991581803,0.125,1.0,4,0,1.0,1.0,0,11422.0,15107.25,0,4,21.98675,22.59659961559482,-0.214,50.439,21.98675,22.59659961559482,31.528138063482277,22.15325,0.75,3,0,1.1325,1.53,1,7.0,13186.25,1,4,21.98675,22.59659961559482,-0.214,50.439,-28.01325,22.59659961559482,35.99095010902046,28.23275,0.5,2,0,1.1325,1.53,1,7.0,13186.25,1,4,0.5994999999999999,0.0049244289008980565,0.593,0.606,-0.0005000000000000004,0.0049244289008980565,0.004949747468305837,0.004500000000000004,1.0,4,0,1.0,1.0,0,5634.0,5907.5,0,4,0.5994999999999999,0.0049244289008980565,0.593,0.606,-0.20050000000000007,0.0049244289008980565,0.20056046469830496,0.20050000000000007,1.0,4,0,1.0,1.0,0,5634.0,5907.5,0
24,24,power_law,0.142,1.01,6024.0,-4.858,4.858,97.16,0,1,0.39,1.04,58.0,-1.6099999999999999,1.6099999999999999,80.5,0,0,0.009,1.0,33508.0,-0.0010000000000000009,0.0010000000000000009,10.000000000000009,1,1,0.268,1.0,34872.0,-0.03199999999999997,0.03199999999999997,10.666666666666657,0,1,7.204,1.04,56.0,-10.796,10.796,59.977777777777774,0,0,4,0.10525,0.03006971067369954,0.057,0.137,0.10525,0.03006971067369954,0.10946118033348626,0.10525,1.0,4,0,1.0225,1.08,1,11645.0,17511.5,0,4,0.10525,0.03006971067369954,0.057,0.137,0.10525,0.03006971067369954,0.10946118033348626,0.10525,1.0,4,0,1.0225,1.08,1,11645.0,17511.5,0,4,9.13625,10.483385602347171,-0.454,24.961,9.13625,10.483385602347171,13.905841856931927,9.47175,1.0,4,0,1.315,1.73,2,6.0,10054.25,2,4,9.13625,10.483385602347171,-0.454,24.961,-40.86375,10.483385602347171,42.187052963557434,40.86375,0.5,2,0,1.315,1.73,2,6.0,10054.25,2,4,0.55475,0.012813567028739457,0.541,0.569,-0.045249999999999985,0.012813567028739457,0.04702924621977262,0.045249999999999985,1.0,4,0,1.0275,1.03,4,122.0,130.75,4,4,0.55475,0.012813567028739457,0.541,0.569,-0.24525000000000005,0.012813567028739457,0.24558450684031358,0.24525000000000005,1.0,4,0,1.0275,1.03,4,122.0,130.75,4
25,25,power_law,0.182,1.01,3392.0,-4.818,4.818,96.35999999999999,0,1,0.429,1.0,19569.0,-1.571,1.571,78.55,0,1,0.009,1.0,32233.0,-0.0010000000000000009,0.0010000000000000009,10.000000000000009,1,1,0.295,1.0,22466.0,-0.0050000000000000044,0.0050000000000000044,1.6666666666666683,1,1,7.035,1.03,100.0,-10.965,10.965,60.916666666666664,0,0,4,0.13949999999999999,0.051349294055517455,0.072,0.216,0.13949999999999999,0.051349294055517455,0.14865059703882794,0.13949999999999999,1.0,4,0,1.02,1.08,1,10703.0,15784.0,0,4,0.13949999999999999,0.051349294055517455,0.072,0.216,0.13949999999999999,0.051349294055517455,0.14865059703882794,0.13949999999999999,1.0,4,0,1.02,1.08,1,10703.0,15784.0,0,4,9.247750000000002,10.691447525358763,-0.596,25.178,9.247750000000002,10.691447525358763,14.136050730313611,9.76075,1.0,4,0,1.315,1.73,2,6.0,10895.0,2,4,9.247750000000002,10.691447525358763,-0.596,25.178,-40.752250000000004,10.691447525358761,42.13137702769754,40.752250000000004,0.5,2,0,1.315,1.73,2,6.0,10895.0,2,4,0.57475,0.004264680527307999,0.569,0.581,-0.025250000000000022,0.004264680527307999,0.02560761605460378,0.025250000000000022,1.0,4,0,1.01,1.01,0,3000.0,3298.0,0,4,0.57475,0.004264680527307999,0.569,0.581,-0.2252500000000001,0.004264680527307999,0.22529036819180717,0.2252500000000001,1.0,4,0,1.01,1.01,0,3000.0,3298.0,0
26,26,power_law,0.173,1.01,5311.0,-4.827,4.827,96.54,0,1,0.42,1.02,114.0,-1.58,1.58,79.0,0,0,0.015,1.0,35632.0,0.004999999999999999,0.004999999999999999,49.999999999999986,1,1,0.304,1.0,29779.0,0.0040000000000000036,0.0040000000000000036,1.3333333333333346,1,1,7.064,1.0,15668.0,-10.936,10.936,60.75555555555555,0,1,4,0.14300000000000002,0.1049809506529637,0.07,0.324,0.14300000000000002,0.1049809506529637,0.17739785793520732,0.14300000000000002,1.0,4,0,1.005,1.01,0,13551.0,16198.75,0,4,0.14300000000000002,0.1049809506529637,0.07,0.324,0.14300000000000002,0.1049809506529637,0.17739785793520732,0.14300000000000002,1.0,4,0,1.005,1.01,0,13551.0,16198.75,0,4,12.555000000000001,15.617084827201268,-0.266,38.076,12.555000000000001,15.617084827201268,20.0379979913164,12.7325,1.0,4,0,1.2650000000000001,1.53,2,7.0,10771.75,2,4,12.555000000000001,15.617084827201268,-0.266,38.076,-37.445,15.617084827201266,40.57118883518204,37.445,0.5,2,0,1.2650000000000001,1.53,2,7.0,10771.75,2,4,0.58375,0.009781998773256934,0.573,0.599,-0.016250000000000014,0.009781998773256934,0.018967076738390674,0.016250000000000014,1.0,4,0,1.0,1.0,0,5873.0,6376.25,0,4,0.58375,0.009781998773256934,0.573,0.599,-0.21625000000000008,0.009781998773256934,0.21647112971479598,0.21625000000000008,1.0,4,0,1.0,1.0,0,5873.0,6376.25,0
