,Simulation,Model,rank_loo,elpd_loo,p_loo,se_d_loo,delta_elpd,AIC,BIC,Predictive Equivalent
0,0,exponential,1,1992.937214225517,19.14092088232246,12.757974781119144,-94.59973682352302,36.24308719019133,143.40251129923,False
1,0,gaussian,2,1932.3383343355065,16.003155846663958,15.928508131240683,-155.1986167135335,30.061015167062273,119.72173901767353,False
2,0,power_law,0,2087.53695104904,23.25445599919476,0.0,0.0,44.238436660827034,174.07500906350245,True
3,1,exponential,1,1817.1453009669199,17.92886497240079,12.619495462248388,-84.45723748404816,34.049437384906355,134.56883039487298,False
4,1,gaussian,2,1752.5658154291787,16.213587101377016,16.19593229606022,-149.03672302178938,30.661232198501345,121.50253663263435,False
5,1,power_law,0,1901.602538450968,21.792432018551608,0.0,0.0,41.52528441668029,163.23721625147402,True
6,2,exponential,1,1956.0379660183196,19.418756237350635,11.90849491984163,-92.64720447608556,36.76009358562558,145.26601660232078,False
7,2,gaussian,2,1888.9157658553643,16.223137037258994,15.734203454910787,-159.76940463904089,30.544912878149034,121.44083773346775,False
8,2,power_law,0,2048.685170494405,24.2413630425076,0.0,0.0,46.20497474691844,181.445779757728,True
9,3,exponential,1,1869.388105679371,17.03161584068789,13.234858016349628,-101.41568573917061,32.191596986928545,127.64890100425586,False
10,3,gaussian,2,1804.3779230256926,15.439641481063973,16.65212009132146,-166.425868392849,29.060297077071272,115.55858372602192,False
11,3,power_law,0,1970.8037914185416,21.069651696032906,0.0,0.0,39.99916709482248,157.62647983609068,True
12,4,exponential,1,1928.4415894118974,18.46790944223835,12.473824614909654,-78.4889441682617,34.9824383447475,138.42794995008674,False
13,4,gaussian,2,1860.4302361971218,15.424424718483351,16.513966741508007,-146.50029738303738,28.972824536345463,115.38241763285032,False
14,4,power_law,0,2006.9305335801591,26.793365907461066,0.0,0.0,51.26679640174062,200.58031945281078,True
15,5,exponential,1,2125.3624346735455,19.82290123210305,10.84038325342978,-66.30153352639809,37.53362403206565,148.68066845702612,False
16,5,gaussian,2,2067.1958588949665,15.515262196289768,14.775414431116905,-124.46810930497713,28.947613002604502,115.86384098290206,False
17,5,power_law,0,2191.6639681999436,23.09111474918427,0.0,0.0,43.79036446497741,172.66166188172792,True
18,6,exponential,1,1936.0544484467175,18.796347047184327,13.008336639909654,-95.17524236110626,35.6433596970632,140.96283734713367,False
19,6,gaussian,2,1870.1223342656508,16.44429063606094,16.385267291806795,-161.10735654217297,31.004205165921814,123.13515568865172,False
20,6,power_law,0,2031.2296908078238,25.728493609348334,0.0,0.0,49.21504048321642,192.84481698959493,True
21,7,exponential,1,2012.1791631032002,19.6763413040685,13.612064962747382,-108.79408849855417,37.322205706333776,147.56023681464686,False
22,7,gaussian,2,1943.3589697114048,16.03865859682446,16.924376816525573,-177.6142818903495,30.122468084121056,119.98622491810141,False
23,7,power_law,0,2120.9732516017543,22.704686329532706,0.0,0.0,43.10256417793696,169.84849094430322,True
24,8,exponential,1,1918.4324831512604,20.073482496580255,14.988147907764686,-109.19686890797675,38.212177941894865,150.68318421208127,False
25,8,gaussian,2,1857.0315420604645,15.27885131405219,18.52609077268693,-170.59780999877262,28.685343299306318,114.2795978708509,False
26,8,power_law,0,2027.6293520592371,26.080003766491245,0.0,0.0,49.86150092449556,195.2933723529575,True
27,9,exponential,1,1801.2250142478722,18.65751483690383,12.571375761941118,-79.4044440852606,35.54359508226252,140.20695948018601,False
28,9,gaussian,2,1744.2157117185336,15.6089217825795,16.151059728921314,-136.41374661459918,29.458972412554054,116.9068437313997,False
