simulation,model_type,overall_r2,overall_rmse,overall_mae,obs_zeros,pred_zeros,obs_ones,pred_ones,continuous_r2,continuous_rmse
0,exponential,0.194806483,0.125954035,0.06385617,0.262896825,0.2647797,0.011904762,0.012596943,0.548125522,0.070740952
0,gaussian,0.175914068,0.12742311,0.066833572,0.262896825,0.263962984,0.011904762,0.012767857,0.484345673,0.075568592
0,power_law,0.205732201,0.125096578,0.06042725,0.262896825,0.263635882,0.011904762,0.012719277,0.640083268,0.063133958
1,exponential,0.220191582,0.114920741,0.060095676,0.287698413,0.288808253,0.007936508,0.008750682,0.526322041,0.075340269
1,gaussian,0.20143865,0.116294346,0.062461158,0.287698413,0.288708705,0.007936508,0.008781746,0.469157855,0.079756902
1,power_law,0.254415131,0.112370678,0.056536837,0.287698413,0.288797123,0.007936508,0.008801711,0.62063307,0.067424124
2,exponential,0.254055505,0.103276066,0.056112542,0.271825397,0.271879247,0.005952381,0.006856368,0.566754247,0.068351489
2,gaussian,0.226523665,0.10516469,0.058577622,0.271825397,0.271747768,0.005952381,0.006877697,0.488372774,0.074277562
2,power_law,0.290530375,0.100719447,0.051947158,0.271825397,0.271637091,0.005952381,0.006805866,0.67669543,0.059045491
3,exponential,0.300701511,0.09915624,0.055165243,0.280753968,0.281991474,0.004960317,0.005854787,0.546181459,0.072392053
3,gaussian,0.273107355,0.101093654,0.057729302,0.280753968,0.281899616,0.004960317,0.00586449,0.481141507,0.077405931
3,power_law,0.339362526,0.096376324,0.051037229,0.280753968,0.281717603,0.004960317,0.005849268,0.646323031,0.063907697
4,exponential,0.203705752,0.117213522,0.060826773,0.275793651,0.276752883,0.008928571,0.009772817,0.508759087,0.074405467
4,gaussian,0.186077758,0.11850383,0.062819904,0.275793651,0.276831008,0.008928571,0.009727803,0.456683991,0.078249908
4,power_law,0.239786971,0.114527184,0.057123873,0.275793651,0.276885324,0.008928571,0.009747768,0.612977772,0.066042809
5,exponential,0.304244344,0.096558806,0.054640961,0.287698413,0.288429656,0.003968254,0.004866474,0.551570082,0.073198795
5,gaussian,0.273075493,0.098697959,0.057294032,0.287698413,0.288262928,0.003968254,0.004883681,0.478193197,0.078960795
5,power_law,0.351456628,0.093225136,0.050662799,0.287698413,0.28827598,0.003968254,0.004897662,0.652979769,0.064392315
6,exponential,0.228168068,0.110925181,0.059555828,0.262896825,0.263114366,0.006944444,0.007873295,0.525175602,0.074642262
6,gaussian,0.206272186,0.11248758,0.061936163,0.262896825,0.263336744,0.006944444,0.007860584,0.461619971,0.079480895
6,power_law,0.252535104,0.109160163,0.05633238,0.262896825,0.263050068,0.006944444,0.007841239,0.616148085,0.067111993
7,exponential,0.231898773,0.118975002,0.061717931,0.286706349,0.288151011,0.008928571,0.009772631,0.526768635,0.078159049
7,gaussian,0.20697889,0.120889579,0.064109061,0.286706349,0.288155351,0.008928571,0.009737382,0.468914579,0.082798924
7,power_law,0.272020982,0.115825964,0.058041684,0.286706349,0.287725477,0.008928571,0.009784784,0.618667952,0.070160739
8,exponential,0.174119377,0.134106149,0.066931039,0.275793651,0.276370381,0.013888889,0.014659753,0.582173051,0.069790399
8,gaussian,0.164287559,0.13490203,0.069413591,0.275793651,0.276323134,0.013888889,0.014664621,0.519137506,0.074870014
8,power_law,0.18888601,0.132901841,0.063687994,0.275793651,0.27630599,0.013888889,0.014677548,0.649484865,0.063922072
9,exponential,0.20668229,0.127263921,0.0646563,0.282738095,0.28335209,0.011904762,0.012716425,0.529917663,0.075901499
9,gaussian,0.184459251,0.129034118,0.06703579,0.282738095,0.283311074,0.011904762,0.012741877,0.467296613,0.080799024
9,power_law,0.241436714,0.124445052,0.061539996,0.282738095,0.28273887,0.011904762,0.01271131,0.641125839,0.066318467
10,exponential,0.283178703,0.109596329,0.057412402,0.26984127,0.270812097,0.007936508,0.008785869,0.563983797,0.071345912
