,overall_r2,overall_r2,overall_rmse,overall_rmse,overall_mae,overall_mae,obs_zeros,obs_zeros,pred_zeros,pred_zeros,obs_ones,obs_ones,pred_ones,pred_ones,continuous_r2,continuous_r2,continuous_rmse,continuous_rmse
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
model_type,,,,,,,,,,,,,,,,,,
exponential,0.14850601605492847,0.086156521136205,0.1328430176967704,0.009527889277688092,0.07642893928264302,0.004987848524162198,0.281,0.013447240714298325,0.2802588290625,0.013195944029348853,0.007209999999999999,0.002786312142157686,0.00809380375,0.002746166877033215,0.6108871913557741,0.052461669474185395,0.08512158797254962,0.004650493537503206
gaussian,-1.8679245733123353,0.3486841495047071,0.24301923481330331,0.0053593592296495105,0.1901657026432386,0.004498856926667358,0.281,0.013447240714298325,0.2752488553125,0.012611209237753567,0.007209999999999999,0.002786312142157686,0.00814795125,0.0027635215529546796,-1.486968571122297,0.223339391631954,0.2154937300916982,0.004836012299097155
power_law,0.4710667912985242,0.06510666410889114,0.10496923036807117,0.011931591736171608,0.04511934384017291,0.004099089996974211,0.281,0.013447240714298325,0.2818382703125,0.013375481474670763,0.007209999999999999,0.002786312142157686,0.008079138125000001,0.002741749858599915,0.8188385533308283,0.011187892848197946,0.058266537402742576,0.0026778025284894943
