,overall_r2,overall_r2,overall_rmse,overall_rmse,overall_mae,overall_mae,obs_zeros,obs_zeros,pred_zeros,pred_zeros,obs_ones,obs_ones,pred_ones,pred_ones,continuous_r2,continuous_r2,continuous_rmse,continuous_rmse
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
model_type,,,,,,,,,,,,,,,,,,
exponential,0.24391243066,0.049410339595380715,0.10918500169999999,0.012156537583323027,0.057882429560000004,0.004215956679889913,0.27910714283,0.013260705813148218,0.27993510446,0.013167948868943607,0.00757936485,0.003052115311443354,0.008427419430000001,0.0030046441653199365,0.5224868013599999,0.026676682824411713,0.07241619354,0.00294650459758578
gaussian,0.22040846625,0.04374139707650983,0.1108558139,0.011951357870050241,0.060233299049999994,0.004217188036552708,0.27910714283,0.013260705813148218,0.28001146049,0.0131588008442449,0.00757936485,0.003052115311443354,0.00844165088,0.0030152602630715225,0.45916328052,0.02312215137733279,0.07709066262,0.00307125870441999
power_law,0.2858053867,0.058379420089744914,0.10612872128999999,0.012452022077193273,0.053776191109999996,0.004096825214572389,0.27910714283,0.013260705813148218,0.27999602549999997,0.013415132809798693,0.00757936485,0.003052115311443354,0.00843488871,0.003006714142914216,0.63180402391,0.024651935938942396,0.06356271871,0.0024511211958726186
