,Model,Parameter,True Value,N Simulations,Mean Estimate,Mean Bias,Mean Abs Bias,Mean Relative Error,Coverage,Converged,Low ESS,Mean R-hat,Mean ESS (bulk)
0,power_law,scale1,5.00,100,4.56 ± 1.18,-0.44 ± 1.18,1.06,21.16,95.0%,93.0%,5.0%,1.01,15115
1,power_law,exponent1,2.00,100,2.01 ± 0.30,0.01 ± 0.30,0.24,12.16,98.0%,94.0%,3.0%,1.01,14997
2,power_law,scale2,5.00,100,4.71 ± 1.02,-0.29 ± 1.02,0.83,16.56,98.0%,96.0%,6.0%,1.01,14538
3,power_law,exponent2,2.00,100,2.06 ± 0.26,0.06 ± 0.26,0.21,10.47,99.0%,95.0%,4.0%,1.01,14655
4,power_law,weight,0.60,100,0.52 ± 0.02,-0.08 ± 0.02,0.08,13.52,98.0%,93.0%,2.0%,1.01,16867
5,power_law,q_param,0.01,100,0.01 ± 0.00,0.00 ± 0.00,0.00,35.90,94.0%,93.0%,3.0%,1.01,37972
6,power_law,pi0,0.30,100,0.30 ± 0.01,0.00 ± 0.01,0.01,3.98,97.0%,93.0%,4.0%,1.01,40054
7,power_law,phi,18.00,100,17.74 ± 1.07,-0.26 ± 1.07,0.89,4.92,95.0%,97.0%,4.0%,1.00,32662
