,simulation,model,scale1_post_mean,scale1_rhat,scale1_ess_bulk,scale1_bias,scale1_abs_bias,scale1_relative_error,scale1_covered,scale1_converged,exponent1_post_mean,exponent1_rhat,exponent1_ess_bulk,exponent1_bias,exponent1_abs_bias,exponent1_relative_error,exponent1_covered,exponent1_converged,q_param_post_mean,q_param_rhat,q_param_ess_bulk,q_param_bias,q_param_abs_bias,q_param_relative_error,q_param_covered,q_param_converged,pi0_post_mean,pi0_rhat,pi0_ess_bulk,pi0_bias,pi0_abs_bias,pi0_relative_error,pi0_covered,pi0_converged,phi_post_mean,phi_rhat,phi_ess_bulk,phi_bias,phi_abs_bias,phi_relative_error,phi_covered,phi_converged,n_fx1,fx1_post_mean_avg,fx1_post_mean_sd,fx1_post_mean_min,fx1_post_mean_max,fx1_bias_mean,fx1_bias_sd,fx1_rmse,fx1_mae,fx1_coverage_rate,fx1_n_covered,fx1_n_rhat_nan,fx1_rhat_mean,fx1_rhat_max,fx1_n_rhat_above_1.01,fx1_ess_bulk_min,fx1_ess_bulk_mean,fx1_n_ess_below_400,n_fy1,fy1_post_mean_avg,fy1_post_mean_sd,fy1_post_mean_min,fy1_post_mean_max,fy1_bias_mean,fy1_bias_sd,fy1_rmse,fy1_mae,fy1_coverage_rate,fy1_n_covered,fy1_n_rhat_nan,fy1_rhat_mean,fy1_rhat_max,fy1_n_rhat_above_1.01,fy1_ess_bulk_min,fy1_ess_bulk_mean,fy1_n_ess_below_400
0,0,power_law,5.358,1.0,6387.0,0.35799999999999965,0.35799999999999965,7.159999999999993,1,1,2.144,1.0,7533.0,0.14400000000000013,0.14400000000000013,7.200000000000006,1,1,0.034,1.0,34293.0,0.024,0.024,240.0,1,1,0.356,1.0,21935.0,0.055999999999999994,0.055999999999999994,18.666666666666664,1,1,17.242,1.0,12707.0,-0.7579999999999991,0.7579999999999991,4.211111111111107,1,1,4,0.47325,0.28392373535863463,0.196,0.938,0.47325,0.28392373535863463,0.5518860842601487,0.47325,1.0,4,0,1.0,1.0,0,3349.0,7293.0,0,4,-0.33425000000000005,0.2565895311582294,-0.712,-0.022,-0.33425000000000005,0.2565895311582294,0.42138017276563927,0.33425000000000005,1.0,4,0,1.0,1.0,0,10059.0,16195.25,0
1,1,power_law,5.156,1.0,12497.0,0.1559999999999997,0.1559999999999997,3.119999999999994,1,1,2.117,1.0,13655.0,0.11699999999999999,0.11699999999999999,5.85,1,1,0.019,1.0,24734.0,0.009,0.009,89.99999999999999,1,1,0.316,1.0,27942.0,0.016000000000000014,0.016000000000000014,5.333333333333338,1,1,14.1,1.0,12697.0,-3.9000000000000004,3.9000000000000004,21.666666666666668,1,1,4,0.5055,0.29287241249390494,0.169,0.893,0.5055,0.29287241249390494,0.5842127181087382,0.5055,1.0,4,0,1.0,1.0,0,4925.0,7564.5,0,4,-0.20700000000000002,0.43511780014152496,-0.633,0.51,-0.20700000000000002,0.43511780014152496,0.481846967407703,0.462,1.0,4,0,1.0,1.0,0,17172.0,18796.5,0
2,2,power_law,6.173,1.0,12912.0,1.173,1.173,23.46,1,1,2.312,1.0,14213.0,0.31199999999999983,0.31199999999999983,15.59999999999999,1,1,0.018,1.0,30471.0,0.007999999999999998,0.007999999999999998,79.99999999999999,1,1,0.245,1.0,27166.0,-0.05499999999999999,0.05499999999999999,18.333333333333332,1,1,20.432,1.0,21667.0,2.4319999999999986,2.4319999999999986,13.511111111111104,1,1,4,0.4755,0.22108425995533917,0.193,0.813,0.4755,0.22108425995533917,0.5243839242387204,0.4755,1.0,4,0,1.0,1.0,0,6604.0,8255.75,0,4,0.10825000000000003,0.4826004429131826,-0.33,0.915,0.10825000000000003,0.4826004429131826,0.4945920035746636,0.36225,1.0,4,0,1.0,1.0,0,19726.0,22172.25,0
3,3,power_law,3.71,1.0,2155.0,-1.29,1.29,25.8,1,1,2.018,1.0,1660.0,0.017999999999999794,0.017999999999999794,0.8999999999999897,1,1,0.014,1.0,10812.0,0.004,0.004,40.0,1,1,0.38,1.0,4184.0,0.08000000000000002,0.08000000000000002,26.66666666666667,0,1,20.954,1.0,20334.0,2.9540000000000006,2.9540000000000006,16.411111111111115,1,1,4,0.1165,0.04094203219186854,0.07,0.173,0.1165,0.04094203219186854,0.12348481688045701,0.1165,1.0,4,0,1.0,1.0,0,902.0,7052.5,0,4,0.10300000000000001,0.3707930689751361,-0.428,0.6,0.10300000000000001,0.3707930689751361,0.38483308069863226,0.317,1.0,4,0,1.0,1.0,0,1559.0,8838.25,0
4,4,power_law,4.92,1.0,10174.0,-0.08000000000000007,0.08000000000000007,1.6000000000000014,1,1,2.055,1.0,10074.0,0.05500000000000016,0.05500000000000016,2.750000000000008,1,1,0.006,1.0,4879.0,-0.004,0.004,40.0,1,1,0.295,1.0,25547.0,-0.0050000000000000044,0.0050000000000000044,1.6666666666666683,1,1,14.545,1.0,13624.0,-3.455,3.455,19.194444444444443,1,1,4,0.35575,0.12851726537706912,0.22,0.547,0.35575,0.12851726537706912,0.3782522306609705,0.35575,1.0,4,0,1.0,1.0,0,3494.0,6035.75,0,4,-0.269,0.4532311772153368,-0.801,0.395,-0.269,0.4532311772153368,0.5270479105356553,0.4665000000000001,1.0,4,0,1.0,1.0,0,12834.0,17052.0,0
5,5,power_law,3.183,1.0,11137.0,-1.8170000000000002,1.8170000000000002,36.34,1,1,1.719,1.0,14272.0,-0.2809999999999999,0.2809999999999999,14.049999999999995,1,1,0.012,1.0,25360.0,0.002,0.002,20.0,1,1,0.287,1.0,29132.0,-0.013000000000000012,0.013000000000000012,4.3333333333333375,1,1,14.827,1.0,16853.0,-3.173,3.173,17.62777777777778,1,1,4,0.23575000000000002,0.15003228819157563,0.139,0.495,0.23575000000000002,0.15003228819157563,0.27944185441697883,0.23575000000000002,1.0,4,0,1.0,1.0,0,3342.0,9065.25,0,4,-0.02700000000000001,0.3712499158249063,-0.499,0.43,-0.02700000000000001,0.3712499158249063,0.3722304393786193,0.3545,1.0,4,0,1.0,1.0,0,14428.0,19002.75,0
6,6,power_law,3.233,1.0,12494.0,-1.767,1.767,35.339999999999996,1,1,1.757,1.0,15462.0,-0.2430000000000001,0.2430000000000001,12.150000000000006,1,1,0.019,1.0,28853.0,0.009,0.009,89.99999999999999,1,1,0.31,1.0,30178.0,0.010000000000000009,0.010000000000000009,3.3333333333333366,1,1,15.511,1.0,18000.0,-2.4890000000000008,2.4890000000000008,13.827777777777783,1,1,4,0.1645,0.07346257550617186,0.076,0.276,0.1645,0.07346257550617186,0.18015826375717545,0.1645,1.0,4,0,1.0,1.0,0,5880.0,10294.5,0,4,-0.16999999999999998,0.3912780341394083,-0.828,0.2,-0.16999999999999998,0.3912780341394083,0.4266128221232925,0.27,1.0,4,0,1.0,1.0,0,13202.0,21553.25,0
7,7,power_law,4.03,1.0,10987.0,-0.9699999999999998,0.9699999999999998,19.399999999999995,1,1,2.016,1.0,9876.0,0.016000000000000014,0.016000000000000014,0.8000000000000007,1,1,0.006,1.0,23978.0,-0.004,0.004,40.0,1,1,0.311,1.0,13133.0,0.01100000000000001,0.01100000000000001,3.66666666666667,1,1,19.786,1.0,14145.0,1.7860000000000014,1.7860000000000014,9.92222222222223,1,1,4,0.11049999999999999,0.02414021540914662,0.089,0.149,0.11049999999999999,0.02414021540914662,0.11310614483749325,0.11049999999999999,1.0,4,0,1.0,1.0,0,7874.0,10962.5,0,4,0.2,0.1521561697730329,-0.009,0.398,0.2,0.1521561697730329,0.25129962196549366,0.20450000000000002,1.0,4,0,1.0,1.0,0,13238.0,20371.75,0
8,8,power_law,2.904,1.0,5971.0,-2.096,2.096,41.92,0,1,1.859,1.0,4850.0,-0.14100000000000001,0.14100000000000001,7.050000000000001,1,1,0.025,1.0,29769.0,0.015000000000000001,0.015000000000000001,150.0,1,1,0.306,1.0,32149.0,0.006000000000000005,0.006000000000000005,2.0000000000000018,1,1,24.604,1.01,1117.0,6.603999999999999,6.603999999999999,36.68888888888888,1,1,4,0.11775000000000001,0.10478877563937847,0.015,0.293,0.11775000000000001,0.10478877563937847,0.15762534694648572,0.11775000000000001,1.0,4,0,1.0,1.0,0,3394.0,4505.0,0,4,0.03424999999999998,0.5216231278423149,-0.615,0.843,0.03424999999999998,0.5216231278423149,0.5227463534066976,0.38725,0.75,3,0,1.0,1.0,0,2384.0,6626.25,0
9,9,power_law,4.738,1.0,11438.0,-0.26199999999999957,0.26199999999999957,5.239999999999991,1,1,2.174,1.0,10405.0,0.17399999999999993,0.17399999999999993,8.699999999999996,1,1,0.013,1.0,16547.0,0.002999999999999999,0.002999999999999999,29.999999999999993,1,1,0.345,1.0,17954.0,0.044999999999999984,0.044999999999999984,14.999999999999996,1,1,20.122,1.0,23130.0,2.122,2.122,11.788888888888888,1,1,4,0.2755,0.15183790699295088,0.117,0.521,0.2755,0.15183790699295088,0.31457113662890307,0.2755,1.0,4,0,1.0,1.0,0,3814.0,5775.0,0,4,0.21675,0.09275875969416582,0.108,0.331,0.21675,0.09275875969416582,0.23576418303041705,0.21675,1.0,4,0,1.0,1.0,0,6150.0,17078.75,0
