,overall_r2,overall_r2,overall_rmse,overall_rmse,overall_mae,overall_mae,obs_zeros,obs_zeros,pred_zeros,pred_zeros,obs_ones,obs_ones,pred_ones,pred_ones,continuous_r2,continuous_r2,continuous_rmse,continuous_rmse
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
model_type,,,,,,,,,,,,,,,,,,
exponential,0.38336972850693196,0.07603222163398694,0.12089774621215828,0.01724175703362254,0.06246533933072209,0.007390279931356469,0.27908415841584155,0.02400196073892551,0.28150881265470296,0.023811039012759386,0.007698019801980161,0.0047709074958598024,0.009760679146039555,0.004561819263997074,0.6077916331218822,0.03378924897943587,0.09273630652368196,0.005300000814474164
gaussian,0.297832546093507,0.06051151020194159,0.12897028699976779,0.016203588203344558,0.07070814878672807,0.007511862896780267,0.27908415841584155,0.02400196073892551,0.28142252862004946,0.023704138126284642,0.007698019801980161,0.0047709074958598024,0.009770623452970247,0.004585043140619889,0.46462657268587376,0.035894330741274,0.10839131555638723,0.005531251660919431
power_law,0.5138551119085593,0.10369118586902798,0.10720295158013761,0.019576424215285677,0.04746772324620561,0.007041375804391108,0.27908415841584155,0.02400196073892551,0.2811239897896039,0.023762925290738236,0.007698019801980161,0.0047709074958598024,0.009774354115098959,0.004583033964381479,0.8443286334670169,0.020898280835723558,0.058312773734284555,0.004101015712602653
