simulation,model_type,overall_r2,overall_rmse,overall_mae,obs_zeros,pred_zeros,obs_ones,pred_ones,continuous_r2,continuous_rmse
25,exponential,0.329732461,0.122972847,0.060164641,0.287924152,0.288371554,0.008982036,0.009439808,0.605811516,0.086648105
25,gaussian,0.267780963,0.128530336,0.065969558,0.287924152,0.288966052,0.008982036,0.009426974,0.487066301,0.098841134
25,power_law,0.421910911,0.114204317,0.049259929,0.287924152,0.28880765,0.008982036,0.009414639,0.801732711,0.061451521
26,exponential,0.374626837,0.116088139,0.057241431,0.262974052,0.263791511,0.006986028,0.007413158,0.636390876,0.084222381
26,gaussian,0.304655298,0.122410397,0.063507299,0.262974052,0.263717175,0.006986028,0.007448993,0.508216086,0.097948387
26,power_law,0.502773182,0.103513145,0.042873391,0.262974052,0.263562282,0.006986028,0.007421688,0.849870566,0.054118164
27,exponential,0.392514729,0.107368268,0.054674708,0.273453094,0.274395194,0.005489022,0.005929126,0.60292014,0.084541285
27,gaussian,0.323548267,0.113299105,0.06009195,0.273453094,0.274497193,0.005489022,0.005944127,0.484461806,0.096329728
27,power_law,0.504041292,0.0970132,0.042358332,0.273453094,0.273758779,0.005489022,0.005928643,0.826767498,0.055839896
28,exponential,0.335337068,0.123459273,0.061205085,0.285429142,0.286268401,0.009481038,0.009897284,0.618146138,0.08503267
28,gaussian,0.277295651,0.128736981,0.066976281,0.285429142,0.285831945,0.009481038,0.009883389,0.500772071,0.097226949
28,power_law,0.417493621,0.115577509,0.049220187,0.285429142,0.285554001,0.009481038,0.009885526,0.819504236,0.058461604
29,exponential,0.351246347,0.122608614,0.060801303,0.265968064,0.266547795,0.009481038,0.010034213,0.596974692,0.087404007
29,gaussian,0.285045661,0.128712352,0.066299746,0.265968064,0.266372832,0.009481038,0.009885619,0.478411429,0.099432697
29,power_law,0.480126492,0.109756416,0.046491595,0.265968064,0.265862728,0.009481038,0.009914016,0.849698496,0.053376101
30,exponential,0.353675228,0.120575849,0.059118233,0.275948104,0.276470668,0.007984032,0.008408761,0.611353818,0.087988685
30,gaussian,0.289533498,0.126417364,0.065294384,0.275948104,0.276624485,0.007984032,0.008413782,0.488165019,0.100975173
30,power_law,0.462285737,0.109979238,0.044825676,0.275948104,0.276492515,0.007984032,0.008429656,0.84688177,0.055228478
31,exponential,0.411908866,0.10734036,0.053781671,0.26996008,0.270658714,0.00499002,0.005419068,0.608426843,0.08713764
31,gaussian,0.33783177,0.113900309,0.059222777,0.26996008,0.270712887,0.00499002,0.005402164,0.487223152,0.0997157
31,power_law,0.567905613,0.092008944,0.040608404,0.26996008,0.270379928,0.00499002,0.005432791,0.833828517,0.056764601
32,exponential,0.346237025,0.110187671,0.053543631,0.288922156,0.289118045,0.005489022,0.005977373,0.587571776,0.085834531
32,gaussian,0.284118185,0.115303771,0.058440488,0.288922156,0.289124174,0.005489022,0.005929329,0.468216601,0.09746647
32,power_law,0.445742796,0.101456183,0.042700678,0.288922156,0.28886488,0.005489022,0.005932884,0.822707591,0.056277257
33,exponential,0.36513526,0.113665772,0.05815386,0.289421158,0.289931559,0.006487026,0.006922873,0.58526375,0.08880174
33,gaussian,0.299481349,0.119398523,0.063570776,0.289421158,0.290011368,0.006487026,0.006919817,0.46849107,0.10052886
