simulation,model_type,overall_r2,overall_rmse,overall_mae,obs_zeros,pred_zeros,obs_ones,pred_ones,continuous_r2,continuous_rmse
0,exponential,0.205110713,0.116774759,0.058958459,0.273904382,0.274004467,0.009462151,0.009910841,0.541298641,0.069765774
0,gaussian,0.183583709,0.118345429,0.061573545,0.273904382,0.274312531,0.009462151,0.009905627,0.470541997,0.074953715
0,power_law,0.24427668,0.113861544,0.054991481,0.273904382,0.274133497,0.009462151,0.009897021,0.646259922,0.061266002
1,exponential,0.208029474,0.119859595,0.061374557,0.270916335,0.271378315,0.009960159,0.010390921,0.544510578,0.071448033
1,gaussian,0.189249689,0.121272368,0.063885116,0.270916335,0.271335019,0.009960159,0.010371327,0.475595452,0.076662743
1,power_law,0.234926808,0.117806645,0.057759217,0.270916335,0.271317791,0.009960159,0.010356371,0.639710915,0.063544312
2,exponential,0.235844992,0.109793314,0.058149228,0.275896414,0.275945842,0.00747012,0.007887263,0.551206469,0.070418332
2,gaussian,0.209028549,0.111703188,0.060840915,0.275896414,0.276160997,0.00747012,0.007881848,0.472979377,0.076309085
2,power_law,0.268793614,0.107400215,0.054381791,0.275896414,0.275962478,0.00747012,0.007924132,0.64233918,0.062863437
3,exponential,0.252511407,0.107906149,0.057701878,0.273904382,0.274110651,0.006972112,0.007406172,0.52004763,0.073680289
3,gaussian,0.226612147,0.109759617,0.060168158,0.273904382,0.274118962,0.006972112,0.007435664,0.451368723,0.078775747
3,power_law,0.302010691,0.104272142,0.053376806,0.273904382,0.274173447,0.006972112,0.007384244,0.633323896,0.06440114
4,exponential,0.26536371,0.105337067,0.055382464,0.287848606,0.288477948,0.006474104,0.006898375,0.540013673,0.072546294
4,gaussian,0.235893924,0.10742908,0.057891949,0.287848606,0.28830461,0.006474104,0.00692449,0.468364146,0.077991971
4,power_law,0.306280297,0.102361595,0.051820672,0.287848606,0.288357897,0.006474104,0.006905736,0.625187829,0.065486173
5,exponential,0.292288809,0.096997397,0.052760021,0.269920319,0.270378237,0.005478088,0.005937189,0.549516474,0.067127708
5,gaussian,0.263582744,0.098945039,0.055025316,0.269920319,0.270308858,0.005478088,0.005923291,0.485420995,0.071744463
5,power_law,0.327486467,0.094554578,0.049627633,0.269920319,0.270547964,0.005478088,0.005915634,0.620562051,0.06160738
6,exponential,0.211357159,0.111389263,0.057590231,0.276394422,0.276465871,0.00747012,0.007895839,0.52181557,0.072666696
6,gaussian,0.187709002,0.113046981,0.060204767,0.276394422,0.276493059,0.00747012,0.007914374,0.449527157,0.077966071
6,power_law,0.250341123,0.108601292,0.053276432,0.276394422,0.276606294,0.00747012,0.007896881,0.62510767,0.06434147
7,exponential,0.242135282,0.112777204,0.058137289,0.259960159,0.260702814,0.007968127,0.008409316,0.538184296,0.073289337
7,gaussian,0.213151695,0.114913482,0.060922175,0.259960159,0.260707841,0.007968127,0.008394889,0.465486942,0.078847078
7,power_law,0.283893048,0.109626216,0.053523978,0.259960159,0.260803614,0.007968127,0.008381925,0.643916395,0.064355021
8,exponential,0.285107824,0.103539869,0.056280759,0.27938247,0.279926746,0.005478088,0.005930092,0.518854084,0.076991877
8,gaussian,0.255639317,0.105652324,0.058760589,0.27938247,0.280030394,0.005478088,0.005938091,0.44713786,0.082530587
8,power_law,0.339736868,0.09950522,0.051229056,0.27938247,0.279856091,0.005478088,0.005877272,0.641539032,0.066454966
9,exponential,0.203633016,0.120599156,0.060275469,0.294820717,0.295431571,0.010956175,0.011364324,0.516695165,0.071399149
9,gaussian,0.184199873,0.122061732,0.062340749,0.294820717,0.295334443,0.010956175,0.011344917,0.453532752,0.075921457
9,power_law,0.238418079,0.117935882,0.056638101,0.294820717,0.29530517,0.010956175,0.011363499,0.617924101,0.063482978
10,exponential,0.297887507,0.101971503,0.054848627,0.262450199,0.262881225,0.006474104,0.006905939,0.551652244,0.069320694
10,gaussian,0.261742443,0.104563334,0.05732687,0.262450199,0.262742219,0.006474104,0.00691165,0.481025238,0.074581055
10,power_law,0.350215019,0.098098034,0.051025194,0.262450199,0.262983535,0.006474104,0.006907215,0.642301117,0.061917611
11,exponential,0.257726157,0.101544543,0.054336961,0.27689243,0.277474244,0.005976096,0.0064126,0.526382214,0.069727592
11,gaussian,0.229871914,0.103432255,0.056821155,0.27689243,0.277565939,0.005976096,0.006424116,0.451958475,0.075006241
11,power_law,0.29787478,0.098760163,0.050104383,0.27689243,0.277277157,0.005976096,0.006415136,0.648502006,0.060069234
12,exponential,0.195595887,0.118622105,0.059331683,0.277390438,0.277825915,0.010458167,0.010854224,0.547218578,0.066954012
