,coord_x,coord_y,y_obs,y_pred,y_low,y_high,y_std
0,529286.3973489881,181084.1173568114,0.0,0.021523234648685784,0.0,0.17985478589561266,0.05816504067106273
1,529289.8149757241,181079.7481055296,0.0555555555555555,0.02161070152906846,0.0,0.17911576336504026,0.05761244030826843
2,529291.7306369036,181075.34064446908,0.0,0.022144876433373973,0.0,0.18334514411638267,0.061607404249235845
3,529293.5114145369,181070.3275635728,0.0,0.02160040909748327,0.0,0.18027285771445126,0.05812982834626828
4,529295.3550454364,181065.79783335765,0.0,0.021505534536619415,0.0,0.18182770630308331,0.05864464008024079
5,529297.4239756963,181061.27383579296,0.2777777777777778,0.021378441976838365,0.0,0.1789226263513143,0.057082406954490954
6,529300.1718612342,181056.6466755313,0.0555555555555555,0.021416058914764242,0.0,0.17987425288456924,0.05870161398651785
7,529302.4277446445,181050.68218308283,0.0,0.021979003755065844,0.0,0.18435735560164976,0.06061177187784196
8,529304.8721815533,181046.1677421704,0.0,0.02215329963582847,0.0,0.18404559031669226,0.058546381859398734
9,529286.4466052917,181000.33092507027,0.0,0.022096076376680308,0.0,0.1822047260484565,0.061080179354449406
10,529289.868293883,180993.75938101992,0.0,0.022182923461259,0.0,0.18270084712729615,0.05937272875786767
11,529292.0374070337,180990.1523387432,0.0,0.021996234468378548,0.0,0.18385810113825923,0.058403118317387044
12,529294.7714112727,180986.11576255225,0.0,0.02204059686467878,0.0,0.1832380317350654,0.06025521293435217
13,529298.6747000506,180979.66745264063,0.0,0.02197405190328685,0.0,0.1813984316739097,0.057935621530984895
14,529275.7296236021,181020.81668393456,0.0,0.02206844027875569,0.0,0.18192886203471603,0.05931339396835421
15,529280.0446543538,181023.7403643604,0.0,0.022380580946887673,0.0,0.18614870923683047,0.0626632660621721
16,529283.9591717446,181026.0614567432,0.1111111111111111,0.022582690967376258,0.0,0.18863431990643753,0.06062262180907216
17,529287.7813369951,181028.3802028625,0.1111111111111111,0.022562826695776066,0.0,0.1844017915821527,0.06117867820158474
18,529291.1398732383,181030.76120738813,0.0555555555555555,0.022228947223214713,0.0,0.18318322502152376,0.06223929233908597
19,529293.461862699,181033.93039773728,0.0555555555555555,0.022000168397792397,0.0,0.1813827912018021,0.06018691320682423
20,529338.4783542244,181056.0364976903,0.0,0.021573779655954684,0.0,0.180878946046308,0.057536992315125546
21,529340.7850941448,181051.7263453392,0.0,0.02239464124708339,0.0,0.18605587113811312,0.060769537745536235
22,529271.7607787041,181027.73172548928,0.0555555555555555,0.02250095526653695,0.0,0.18538516240946695,0.06286042286587488
23,529268.9283331692,181031.6022871588,0.0,0.022713677443667202,0.0,0.18663392442376178,0.06108212397250892
24,529266.9804881453,181034.96386425363,0.0,0.02189415776811608,0.0,0.18337667063796126,0.05777589642753346
25,529264.018025314,181039.86306592892,0.0,0.021711744343651675,0.0,0.18038754922981237,0.057848541639605684
26,529261.442583664,181043.4929420211,0.0,0.022125285719114447,0.0,0.1856688984890127,0.05901080269872137
27,529259.3030465321,181047.4181664789,0.0555555555555555,0.022373050130028455,0.0,0.18369169089642357,0.060092842350758256
28,529256.7384496109,181050.6219302344,0.0,0.022286231343010443,0.0,0.18450968972770504,0.06095822002319568
29,529253.7054424922,181054.80869255087,0.3333333333333333,0.02202372863819728,0.0,0.18069584907097946,0.059772582176545144
30,529251.2150278767,181058.5828659304,0.0,0.02205520551336274,0.0,0.18394059600408705,0.05933540040033862
31,529249.082729183,181062.2240181096,0.0,0.0219332517901776,0.0,0.18372576175087563,0.05981805660288032
32,529246.9829445004,181064.58682714903,0.0,0.02268708877208875,0.0,0.18546986761293435,0.060942595281498285
33,529233.1524292668,181074.8948614692,0.0,0.02258200988430838,0.0,0.187452895904863,0.06251518028397898
34,529237.6958993884,181077.56874345447,0.0,0.022208448075284742,0.0,0.1849827184399802,0.06170566464877602
35,529242.7005493981,181079.54370771648,0.0,0.02235540403162611,0.0,0.18420824627308874,0.06133577212744856
36,529247.0848230808,181081.50289940505,0.0,0.022483728588304306,0.0,0.18744053180680126,0.06100752032853373
37,529252.6067634983,181084.05955010848,0.0,0.02157138397037517,0.0,0.1803895774492949,0.057569639317283865
38,529257.7108643547,181085.6106687257,0.0,0.022171415261323116,0.0,0.18254358600480206,0.060831542152598714
39,529263.4208828902,181087.74572492173,0.0,0.02202816263847953,0.0,0.1840834899954067,0.060444747075594926
40,529269.96655975,181091.89186600532,0.0,0.022281927510836207,0.0,0.18530175448210967,0.06069797132992138
41,529283.7450338227,181052.49519058783,0.0555555555555555,0.021716906948043808,0.0,0.1816697121316793,0.05869553979293156
42,529285.9335368793,181049.17860803264,0.1111111111111111,0.02258804161370959,0.0,0.18686481965479096,0.06243440401696358
43,529288.381021426,181044.54379955376,0.0,0.022352784607392272,0.0,0.1858059383859814,0.061600798494575934
44,529290.4132084824,181041.46411751767,0.0,0.02253116399186516,0.0,0.18363687491412134,0.06182423419172983
45,529293.8367597392,181013.75004184863,0.1111111111111111,0.021869283852447723,0.0,0.18201519725198068,0.05856608729253521
46,529299.1607676313,181017.05953830216,0.0,0.02158335581530118,0.0,0.18244861732242562,0.05895259417979159
47,529302.8052570344,181008.588061844,0.1111111111111111,0.02243279096287574,0.0,0.18439705073142582,0.06150631852779385
48,529305.2500220948,181004.07466416544,0.0,0.021513479434463426,0.0,0.1823499497895116,0.057838411672318804
49,529308.0240760008,180999.51705272688,0.0,0.02220732121946703,0.0,0.18257789830513202,0.06361300025275882
50,529310.8570375943,180995.2239070023,0.1111111111111111,0.02269882580712638,0.0,0.18517925874562946,0.06169374582764423
51,529312.8948404226,180988.9439608284,0.2777777777777778,0.02205188475556691,0.0,0.18307281809748863,0.05860537200665341
52,529316.1679606001,180983.8325606417,0.1666666666666666,0.022069344201373887,0.0,0.1851702684550499,0.06080357080915299
53,529323.8580000873,180971.12023664004,0.0,0.021556022016749353,0.0,0.17888257130632373,0.059175893527724455
54,529325.5285966779,180967.227380768,0.0555555555555555,0.021937200718593414,0.0,0.18436431928989308,0.05971261450716962
