,simulation,model,scale1_post_mean,scale1_rhat,scale1_ess_bulk,scale1_bias,scale1_abs_bias,scale1_relative_error,scale1_covered,scale1_converged,exponent1_post_mean,exponent1_rhat,exponent1_ess_bulk,exponent1_bias,exponent1_abs_bias,exponent1_relative_error,exponent1_covered,exponent1_converged,scale2_post_mean,scale2_rhat,scale2_ess_bulk,scale2_bias,scale2_abs_bias,scale2_relative_error,scale2_covered,scale2_converged,exponent2_post_mean,exponent2_rhat,exponent2_ess_bulk,exponent2_bias,exponent2_abs_bias,exponent2_relative_error,exponent2_covered,exponent2_converged,weight_post_mean,weight_rhat,weight_ess_bulk,weight_bias,weight_abs_bias,weight_relative_error,weight_covered,weight_converged,q_param_post_mean,q_param_rhat,q_param_ess_bulk,q_param_bias,q_param_abs_bias,q_param_relative_error,q_param_covered,q_param_converged,pi0_post_mean,pi0_rhat,pi0_ess_bulk,pi0_bias,pi0_abs_bias,pi0_relative_error,pi0_covered,pi0_converged,phi_post_mean,phi_rhat,phi_ess_bulk,phi_bias,phi_abs_bias,phi_relative_error,phi_covered,phi_converged,n_fx1,fx1_post_mean_avg,fx1_post_mean_sd,fx1_post_mean_min,fx1_post_mean_max,fx1_bias_mean,fx1_bias_sd,fx1_rmse,fx1_mae,fx1_coverage_rate,fx1_n_covered,fx1_n_rhat_nan,fx1_rhat_mean,fx1_rhat_max,fx1_n_rhat_above_1.01,fx1_ess_bulk_min,fx1_ess_bulk_mean,fx1_n_ess_below_400,n_fx2,fx2_post_mean_avg,fx2_post_mean_sd,fx2_post_mean_min,fx2_post_mean_max,fx2_bias_mean,fx2_bias_sd,fx2_rmse,fx2_mae,fx2_coverage_rate,fx2_n_covered,fx2_n_rhat_nan,fx2_rhat_mean,fx2_rhat_max,fx2_n_rhat_above_1.01,fx2_ess_bulk_min,fx2_ess_bulk_mean,fx2_n_ess_below_400,n_fy1,fy1_post_mean_avg,fy1_post_mean_sd,fy1_post_mean_min,fy1_post_mean_max,fy1_bias_mean,fy1_bias_sd,fy1_rmse,fy1_mae,fy1_coverage_rate,fy1_n_covered,fy1_n_rhat_nan,fy1_rhat_mean,fy1_rhat_max,fy1_n_rhat_above_1.01,fy1_ess_bulk_min,fy1_ess_bulk_mean,fy1_n_ess_below_400,n_fy2,fy2_post_mean_avg,fy2_post_mean_sd,fy2_post_mean_min,fy2_post_mean_max,fy2_bias_mean,fy2_bias_sd,fy2_rmse,fy2_mae,fy2_coverage_rate,fy2_n_covered,fy2_n_rhat_nan,fy2_rhat_mean,fy2_rhat_max,fy2_n_rhat_above_1.01,fy2_ess_bulk_min,fy2_ess_bulk_mean,fy2_n_ess_below_400
88,88,power_law,3.035,1.0,13186.0,-1.9649999999999999,1.9649999999999999,39.3,0,1,1.71,1.0,12577.0,-0.29000000000000004,0.29000000000000004,14.500000000000002,0,1,4.379,1.0,17102.0,-0.6210000000000004,0.6210000000000004,12.420000000000009,1,1,2.666,1.0,21375.0,0.6659999999999999,0.6659999999999999,33.3,1,1,0.807,1.0,15034.0,-0.1429999999999999,0.1429999999999999,15.05263157894736,0,1,0.007,1.0,39209.0,-0.003,0.003,30.0,1,1,0.306,1.0,42095.0,0.006000000000000005,0.006000000000000005,2.0000000000000018,1,1,20.751,1.0,36231.0,2.7510000000000012,2.7510000000000012,15.28333333333334,0,1,4,0.052750000000000005,0.03096267914764483,0.02,0.092,0.052750000000000005,0.03096267914764483,0.061165758394709696,0.052750000000000005,1.0,4,0,1.0,1.0,0,2137.0,11831.5,0,4,1.7485000000000002,0.7479580536366996,0.993,2.99,1.7485000000000002,0.7479580536366996,1.9017606316253368,1.7485000000000002,1.0,4,0,1.0,1.0,0,12104.0,14106.5,0,4,-0.10925,0.18439139757591727,-0.417,0.066,-0.10925,0.18439139757591727,0.2143262699717419,0.14225,0.75,3,0,1.0,1.0,0,36508.0,39228.0,0,4,51.7025,0.686848054521524,50.971,52.643,1.7024999999999988,0.686848054521524,1.8358285595338137,1.7024999999999988,1.0,4,0,1.0,1.0,0,1939.0,7751.25,0
89,89,power_law,4.159,1.0,17794.0,-0.8410000000000002,0.8410000000000002,16.820000000000004,1,1,1.903,1.0,17950.0,-0.09699999999999998,0.09699999999999998,4.849999999999999,1,1,5.262,1.0,19588.0,0.26199999999999957,0.26199999999999957,5.239999999999991,1,1,2.548,1.0,18379.0,0.548,0.548,27.400000000000002,1,1,0.736,1.0,13787.0,-0.21399999999999997,0.21399999999999997,22.526315789473685,0,1,0.015,1.0,25625.0,0.004999999999999999,0.004999999999999999,49.999999999999986,1,1,0.303,1.0,39619.0,0.0030000000000000027,0.0030000000000000027,1.0000000000000009,1,1,17.22,1.0,38925.0,-0.7800000000000011,0.7800000000000011,4.33333333333334,1,1,4,0.05775,0.02943106352138842,0.033,0.108,0.05775,0.02943106352138842,0.0648170502260015,0.05775,1.0,4,0,1.0,1.0,0,10941.0,19552.0,0,4,2.64575,0.5027187956502124,2.15,3.424,2.64575,0.5027187956502124,2.6930873082765063,2.64575,1.0,4,0,1.0,1.0,0,12448.0,16900.5,0,4,-0.09725,0.10079527518688562,-0.238,0.04,-0.09725,0.10079527518688562,0.1400615935936758,0.11725,1.0,4,0,1.0,1.0,0,24603.0,33740.0,0,4,53.0325,1.321701649389907,52.09,55.289,3.0325000000000006,1.321701649389907,3.308013225487468,3.0325000000000006,1.0,4,0,1.0,1.0,0,12869.0,13587.0,0
90,90,power_law,4.574,1.0,18580.0,-0.42600000000000016,0.42600000000000016,8.520000000000003,1,1,1.911,1.0,19008.0,-0.08899999999999997,0.08899999999999997,4.449999999999998,1,1,5.087,1.0,22142.0,0.08699999999999974,0.08699999999999974,1.739999999999995,1,1,2.702,1.0,24539.0,0.702,0.702,35.099999999999994,1,1,0.736,1.0,15083.0,-0.21399999999999997,0.21399999999999997,22.526315789473685,0,1,0.011,1.0,42999.0,0.0009999999999999992,0.0009999999999999992,9.999999999999991,1,1,0.311,1.0,46751.0,0.01100000000000001,0.01100000000000001,3.66666666666667,1,1,17.227,1.0,36975.0,-0.7729999999999997,0.7729999999999997,4.2944444444444425,1,1,4,0.07100000000000001,0.042561719890060835,0.021,0.138,0.07100000000000001,0.042561719890060835,0.08277982846080319,0.07100000000000001,1.0,4,0,1.0,1.0,0,10485.0,19597.5,0,4,2.0010000000000003,0.553577004580212,1.548,2.947,2.0010000000000003,0.553577004580212,2.0761619638168884,2.0010000000000003,1.0,4,0,1.0,1.0,0,6246.0,17847.0,0,4,-0.07525,0.13627981325200003,-0.307,0.037,-0.07525,0.13627981325200003,0.15567514252442488,0.09624999999999999,1.0,4,0,1.0,1.0,0,28289.0,34386.75,0,4,51.773999999999994,1.7425614766773656,49.065,53.8,1.7739999999999991,1.7425614766773654,2.486683835955025,2.2415000000000003,1.0,4,0,1.0,1.0,0,14248.0,15427.5,0
91,91,power_law,4.559,1.06,38.0,-0.44099999999999984,0.44099999999999984,8.819999999999997,1,0,2.012,1.07,37.0,0.01200000000000001,0.01200000000000001,0.6000000000000005,1,0,4.812,1.02,134.0,-0.18799999999999972,0.18799999999999972,3.7599999999999945,1,0,2.089,1.05,55.0,0.08899999999999997,0.08899999999999997,4.449999999999998,1,0,0.734,1.03,73.0,-0.21599999999999997,0.21599999999999997,22.736842105263154,0,0,0.006,1.08,31.0,-0.004,0.004,40.0,1,0,0.294,1.01,578.0,-0.006000000000000005,0.006000000000000005,2.0000000000000018,1,1,17.417,1.01,665.0,-0.5829999999999984,0.5829999999999984,3.23888888888888,1,1,4,0.0795,0.0532000939848794,0.032,0.168,0.0795,0.0532000939848794,0.09565824585470925,0.0795,1.0,4,0,1.0375,1.09,3,160.0,11484.25,1,4,2.8955,1.44000772567372,1.086,4.762,2.8955,1.44000772567372,3.233812378602073,2.8955,1.0,4,0,1.02,1.04,2,55.0,3125.25,2,4,-0.096,0.11271645842555557,-0.285,0.001,-0.096,0.11271645842555557,0.14805742129322663,0.0965,1.0,4,0,1.03,1.05,3,50.0,825.0,3,4,53.196749999999994,0.5217846179219923,52.675,53.806,3.196749999999998,0.5217846179219923,3.2390538356131082,3.196749999999998,1.0,4,0,1.04,1.06,3,51.0,3016.75,2
92,92,power_law,5.116,1.0,16119.0,0.11599999999999966,0.11599999999999966,2.319999999999993,1,1,2.036,1.0,16401.0,0.03600000000000003,0.03600000000000003,1.8000000000000016,1,1,4.985,1.0,21155.0,-0.01499999999999968,0.01499999999999968,0.2999999999999936,1,1,2.414,1.0,20998.0,0.41400000000000015,0.41400000000000015,20.700000000000006,1,1,0.707,1.0,16914.0,-0.243,0.243,25.57894736842105,0,1,0.011,1.0,50626.0,0.0009999999999999992,0.0009999999999999992,9.999999999999991,1,1,0.308,1.0,47281.0,0.008000000000000007,0.008000000000000007,2.666666666666669,1,1,18.064,1.0,41189.0,0.06400000000000006,0.06400000000000006,0.3555555555555559,1,1,4,0.0945,0.033056769352131185,0.058,0.142,0.0945,0.033056769352131185,0.10011493395093461,0.0945,1.0,4,0,1.0,1.0,0,9430.0,16161.75,0,4,2.75775,0.9289341674736699,1.779,4.285,2.75775,0.9289341674736699,2.9100006443298256,2.75775,1.0,4,0,1.0,1.0,0,9440.0,18109.25,0,4,0.04,0.05768448664935834,-0.053,0.103,0.04,0.05768448664935834,0.07019615374078554,0.0665,1.0,4,0,1.0,1.0,0,39560.0,41104.5,0,4,53.129999999999995,0.6787749995396124,51.986,53.681,3.129999999999999,0.6787749995396124,3.2027543614832523,3.129999999999999,1.0,4,0,1.0,1.0,0,12244.0,13371.0,0
93,93,power_law,6.128,1.0,13279.0,1.1280000000000001,1.1280000000000001,22.560000000000002,1,1,2.38,1.0,13736.0,0.3799999999999999,0.3799999999999999,18.999999999999993,1,1,5.036,1.0,17637.0,0.03599999999999959,0.03599999999999959,0.7199999999999918,1,1,2.139,1.0,16702.0,0.1389999999999998,0.1389999999999998,6.9499999999999895,1,1,0.747,1.0,16092.0,-0.20299999999999996,0.20299999999999996,21.368421052631575,0,1,0.007,1.0,35737.0,-0.003,0.003,30.0,1,1,0.281,1.0,51722.0,-0.01899999999999996,0.01899999999999996,6.3333333333333215,1,1,18.378,1.0,42940.0,0.3780000000000001,0.3780000000000001,2.1000000000000005,1,1,4,0.1055,0.04707706447942564,0.055,0.179,0.1055,0.04707706447942564,0.11552705310878487,0.1055,1.0,4,0,1.0,1.0,0,6778.0,12344.75,0,4,3.4805,1.9604113726460577,1.316,5.66,3.4805,1.9604113726460577,3.994633024446676,3.4805,1.0,4,0,1.0,1.0,0,3849.0,16307.25,0,4,-0.03525,0.21978896127876849,-0.365,0.253,-0.03525,0.21978896127876849,0.22259773134513297,0.16275,1.0,4,0,1.0,1.0,0,34891.0,37639.25,0,4,52.47925,1.7729896185539256,49.597,54.236,2.4792499999999986,1.7729896185539256,3.0479784694121426,2.680749999999998,1.0,4,0,1.0,1.0,0,12669.0,15102.5,0
94,94,power_law,3.665,1.0,14289.0,-1.335,1.335,26.700000000000003,1,1,1.859,1.0,13751.0,-0.14100000000000001,0.14100000000000001,7.050000000000001,1,1,5.232,1.0,23946.0,0.2320000000000002,0.2320000000000002,4.640000000000004,1,1,2.114,1.0,20949.0,0.11399999999999988,0.11399999999999988,5.699999999999994,1,1,0.783,1.0,10373.0,-0.16699999999999993,0.16699999999999993,17.578947368421048,0,1,0.007,1.0,6907.0,-0.003,0.003,30.0,1,1,0.295,1.0,44134.0,-0.0050000000000000044,0.0050000000000000044,1.6666666666666683,1,1,16.895,1.0,43217.0,-1.1050000000000004,1.1050000000000004,6.138888888888891,1,1,4,0.07050000000000001,0.03586432768085859,0.02,0.116,0.07050000000000001,0.03586432768085859,0.07909804043084759,0.07050000000000001,1.0,4,0,1.0,1.0,0,9369.0,15743.75,0,4,3.33025,0.3135278097713184,2.983,3.777,3.33025,0.3135278097713184,3.3449760462520506,3.33025,1.0,4,0,1.0,1.0,0,6762.0,16964.75,0,4,0.028500000000000004,0.1285233441830705,-0.115,0.233,0.028500000000000004,0.1285233441830705,0.13164535692533938,0.10200000000000001,1.0,4,0,1.0,1.0,0,16209.0,32769.0,0,4,52.859500000000004,2.309340869165917,48.95,54.713,2.8595000000000006,2.309340869165917,3.6755673711687016,3.384499999999999,1.0,4,0,1.0,1.0,0,12554.0,13433.0,0
95,95,power_law,3.537,1.0,12758.0,-1.463,1.463,29.26,1,1,1.767,1.0,13746.0,-0.2330000000000001,0.2330000000000001,11.650000000000006,1,1,4.622,1.0,11178.0,-0.3780000000000001,0.3780000000000001,7.560000000000003,1,1,2.478,1.0,11390.0,0.4780000000000002,0.4780000000000002,23.90000000000001,1,1,0.747,1.0,17377.0,-0.20299999999999996,0.20299999999999996,21.368421052631575,0,1,0.008,1.0,46263.0,-0.002,0.002,20.0,1,1,0.282,1.0,51838.0,-0.018000000000000016,0.018000000000000016,6.000000000000005,1,1,17.713,1.0,37105.0,-0.28699999999999903,0.28699999999999903,1.594444444444439,1,1,4,0.09475,0.04195458854523543,0.031,0.147,0.09475,0.04195458854523543,0.10362311518189365,0.09475,1.0,4,0,1.0,1.0,0,7264.0,10329.0,0,4,2.65825,1.1637438238289386,0.663,3.509,2.65825,1.1637438238289386,2.9018257614818985,2.65825,1.0,4,0,1.0,1.0,0,5968.0,10947.25,0,4,0.067,0.13960479934443515,-0.116,0.204,0.067,0.13960479934443515,0.15484992734903041,0.1355,1.0,4,0,1.0,1.0,0,18439.0,34066.5,0,4,51.28575,1.1821614473074296,50.209,53.244,1.285750000000002,1.1821614473074298,1.7466135090511585,1.285750000000002,0.75,3,0,1.0,1.0,0,10515.0,12964.75,0
96,96,power_law,4.047,1.0,17194.0,-0.9530000000000003,0.9530000000000003,19.060000000000006,1,1,1.793,1.0,17274.0,-0.20700000000000007,0.20700000000000007,10.350000000000003,1,1,4.968,1.0,18397.0,-0.03200000000000003,0.03200000000000003,0.6400000000000006,1,1,2.633,1.0,22755.0,0.633,0.633,31.65,1,1,0.716,1.0,13592.0,-0.23399999999999999,0.23399999999999999,24.63157894736842,0,1,0.016,1.0,33109.0,0.006,0.006,60.0,1,1,0.294,1.0,42322.0,-0.006000000000000005,0.006000000000000005,2.0000000000000018,1,1,17.49,1.0,37693.0,-0.5100000000000016,0.5100000000000016,2.833333333333342,1,1,4,0.0585,0.016590660023037055,0.032,0.074,0.0585,0.016590660023037055,0.06080707195713341,0.0585,1.0,4,0,1.0,1.0,0,13380.0,20945.5,0,4,2.20325,0.6413526233672081,1.546,3.143,2.20325,0.6413526233672081,2.294699054342421,2.20325,1.0,4,0,1.0,1.0,0,9347.0,14537.75,0,4,0.024249999999999994,0.2160640819294128,-0.313,0.283,0.024249999999999994,0.2160640819294128,0.2174206751898264,0.18075,1.0,4,0,1.0,1.0,0,26274.0,34339.25,0,4,52.78275,0.8982709432571004,51.931,54.22,2.7827499999999983,0.8982709432571004,2.924138890340196,2.7827499999999983,1.0,4,0,1.0,1.0,0,9601.0,10426.5,0
97,97,power_law,5.863,1.0,14965.0,0.8630000000000004,0.8630000000000004,17.26000000000001,1,1,2.368,1.0,14782.0,0.3679999999999999,0.3679999999999999,18.399999999999995,1,1,5.3,1.0,21548.0,0.2999999999999998,0.2999999999999998,5.9999999999999964,1,1,2.09,1.0,19940.0,0.08999999999999986,0.08999999999999986,4.499999999999993,1,1,0.767,1.0,17769.0,-0.18299999999999994,0.18299999999999994,19.26315789473684,0,1,0.014,1.0,34204.0,0.004,0.004,40.0,1,1,0.305,1.0,53762.0,0.0050000000000000044,0.0050000000000000044,1.6666666666666683,1,1,17.081,1.0,44995.0,-0.9190000000000005,0.9190000000000005,5.105555555555559,1,1,4,0.12475,0.07930124526134505,0.042,0.224,0.12475,0.07930124526134505,0.1478216831185466,0.12475,1.0,4,0,1.0,1.0,0,1694.0,11581.25,0,4,2.6995,0.10277524020891418,2.589,2.809,2.6995,0.10277524020891418,2.701455718682059,2.6995,1.0,4,0,1.0,1.0,0,16662.0,21472.75,0,4,0.02975,0.14416028405909861,-0.18,0.213,0.02975,0.14416028405909861,0.14719799591027047,0.12375,1.0,4,0,1.0,1.0,0,29895.0,36006.75,0,4,54.119,0.346886869166303,53.624,54.514,4.1190000000000015,0.346886869166303,4.133580953604273,4.1190000000000015,1.0,4,0,1.0,1.0,0,11175.0,12104.0,0
98,98,power_law,4.452,1.0,17598.0,-0.548,0.548,10.96,1,1,1.943,1.0,18130.0,-0.05699999999999994,0.05699999999999994,2.849999999999997,1,1,5.019,1.0,17998.0,0.019000000000000128,0.019000000000000128,0.38000000000000256,1,1,2.484,1.0,17636.0,0.484,0.484,24.2,1,1,0.707,1.0,15146.0,-0.243,0.243,25.57894736842105,0,1,0.008,1.0,45002.0,-0.002,0.002,20.0,1,1,0.295,1.0,54141.0,-0.0050000000000000044,0.0050000000000000044,1.6666666666666683,1,1,18.946,1.0,18767.0,0.9460000000000015,0.9460000000000015,5.255555555555564,1,1,4,0.08199999999999999,0.051463579354724245,0.015,0.141,0.08199999999999999,0.051463579354724245,0.09681167284992032,0.08199999999999999,1.0,4,0,1.0,1.0,0,5695.0,18437.5,0,4,2.5295,1.2748508736318926,1.485,4.625,2.5295,1.2748508736318926,2.832598630233376,2.5295,1.0,4,0,1.0,1.0,0,12317.0,21210.75,0,4,-0.09925,0.10656541418302658,-0.171,0.085,-0.09925,0.10656541418302658,0.14562537553599647,0.14175000000000001,1.0,4,0,1.0,1.0,0,27242.0,30125.25,0,4,53.471,0.705799900821756,52.326,54.209,3.471,0.705799900821756,3.542032537964608,3.471,1.0,4,0,1.0,1.0,0,13589.0,15178.5,0
99,99,power_law,5.239,1.0,8208.0,0.23899999999999988,0.23899999999999988,4.779999999999998,1,1,2.104,1.0,11063.0,0.10400000000000009,0.10400000000000009,5.200000000000005,1,1,5.066,1.0,15528.0,0.06599999999999984,0.06599999999999984,1.3199999999999967,1,1,2.593,1.0,19092.0,0.593,0.593,29.65,1,1,0.714,1.0,5733.0,-0.236,0.236,24.842105263157897,0,1,0.009,1.0,36049.0,-0.0010000000000000009,0.0010000000000000009,10.000000000000009,1,1,0.281,1.0,33788.0,-0.01899999999999996,0.01899999999999996,6.3333333333333215,1,1,16.978,1.0,35504.0,-1.0219999999999985,1.0219999999999985,5.677777777777769,1,1,4,0.113,0.09592444943808645,0.029,0.276,0.113,0.09592444943808645,0.14822449190332887,0.113,1.0,4,0,1.0,1.0,0,2818.0,11759.0,0,4,1.7657500000000002,0.5894329372371382,1.038,2.555,1.7657500000000002,0.5894329372371382,1.8615327689836674,1.7657500000000002,1.0,4,0,1.0,1.0,0,4919.0,17552.0,0,4,0.022249999999999992,0.22330514436528326,-0.25,0.245,0.022249999999999992,0.22330514436528326,0.22441089545741758,0.22025,1.0,4,0,1.0,1.0,0,7651.0,19125.0,0,4,52.898,1.1999518740349546,50.827,53.69,2.897999999999998,1.1999518740349546,3.136604613272127,2.897999999999998,0.75,3,0,1.0,1.0,0,9277.0,11337.25,0
