,simulation,model,scale1_post_mean,scale1_rhat,scale1_ess_bulk,scale1_bias,scale1_abs_bias,scale1_relative_error,scale1_covered,scale1_converged,exponent1_post_mean,exponent1_rhat,exponent1_ess_bulk,exponent1_bias,exponent1_abs_bias,exponent1_relative_error,exponent1_covered,exponent1_converged,scale2_post_mean,scale2_rhat,scale2_ess_bulk,scale2_bias,scale2_abs_bias,scale2_relative_error,scale2_covered,scale2_converged,exponent2_post_mean,exponent2_rhat,exponent2_ess_bulk,exponent2_bias,exponent2_abs_bias,exponent2_relative_error,exponent2_covered,exponent2_converged,weight_post_mean,weight_rhat,weight_ess_bulk,weight_bias,weight_abs_bias,weight_relative_error,weight_covered,weight_converged,q_param_post_mean,q_param_rhat,q_param_ess_bulk,q_param_bias,q_param_abs_bias,q_param_relative_error,q_param_covered,q_param_converged,pi0_post_mean,pi0_rhat,pi0_ess_bulk,pi0_bias,pi0_abs_bias,pi0_relative_error,pi0_covered,pi0_converged,phi_post_mean,phi_rhat,phi_ess_bulk,phi_bias,phi_abs_bias,phi_relative_error,phi_covered,phi_converged,n_fx1,fx1_post_mean_avg,fx1_post_mean_sd,fx1_post_mean_min,fx1_post_mean_max,fx1_bias_mean,fx1_bias_sd,fx1_rmse,fx1_mae,fx1_coverage_rate,fx1_n_covered,fx1_n_rhat_nan,fx1_rhat_mean,fx1_rhat_max,fx1_n_rhat_above_1.01,fx1_ess_bulk_min,fx1_ess_bulk_mean,fx1_n_ess_below_400,n_fx2,fx2_post_mean_avg,fx2_post_mean_sd,fx2_post_mean_min,fx2_post_mean_max,fx2_bias_mean,fx2_bias_sd,fx2_rmse,fx2_mae,fx2_coverage_rate,fx2_n_covered,fx2_n_rhat_nan,fx2_rhat_mean,fx2_rhat_max,fx2_n_rhat_above_1.01,fx2_ess_bulk_min,fx2_ess_bulk_mean,fx2_n_ess_below_400,n_fy1,fy1_post_mean_avg,fy1_post_mean_sd,fy1_post_mean_min,fy1_post_mean_max,fy1_bias_mean,fy1_bias_sd,fy1_rmse,fy1_mae,fy1_coverage_rate,fy1_n_covered,fy1_n_rhat_nan,fy1_rhat_mean,fy1_rhat_max,fy1_n_rhat_above_1.01,fy1_ess_bulk_min,fy1_ess_bulk_mean,fy1_n_ess_below_400,n_fy2,fy2_post_mean_avg,fy2_post_mean_sd,fy2_post_mean_min,fy2_post_mean_max,fy2_bias_mean,fy2_bias_sd,fy2_rmse,fy2_mae,fy2_coverage_rate,fy2_n_covered,fy2_n_rhat_nan,fy2_rhat_mean,fy2_rhat_max,fy2_n_rhat_above_1.01,fy2_ess_bulk_min,fy2_ess_bulk_mean,fy2_n_ess_below_400
0,0,power_law,4.991,1.0,17946.0,-0.009000000000000341,0.009000000000000341,0.18000000000000682,1,1,2.165,1.0,17662.0,0.16500000000000004,0.16500000000000004,8.250000000000002,1,1,4.856,1.0,15394.0,-0.14400000000000013,0.14400000000000013,2.8800000000000026,1,1,2.038,1.0,16222.0,0.03799999999999981,0.03799999999999981,1.8999999999999906,1,1,0.475,1.0,21005.0,-0.025000000000000022,0.025000000000000022,5.000000000000004,1,1,0.017,1.0,46877.0,0.007000000000000001,0.007000000000000001,70.0,1,1,0.286,1.0,49697.0,-0.014000000000000012,0.014000000000000012,4.666666666666671,1,1,17.555,1.0,38794.0,-0.4450000000000003,0.4450000000000003,2.472222222222224,1,1,4,0.316,0.231281214109577,0.083,0.663,0.316,0.231281214109577,0.3915954545190738,0.316,1.0,4,0,1.0,1.0,0,2215.0,12224.0,0,4,0.203,0.07900316449358216,0.083,0.302,0.203,0.07900316449358216,0.21783135678776827,0.203,1.0,4,0,1.0,1.0,0,8945.0,12335.75,0,4,-0.25625,0.18933089420377228,-0.542,-0.073,-0.25625,0.18933089420377228,0.31860673250890353,0.25625,1.0,4,0,1.0,1.0,0,28631.0,31601.25,0,4,50.272,0.26986014896609034,49.824,50.519,0.27200000000000024,0.26986014896609034,0.383155973462506,0.3600000000000012,1.0,4,0,1.0,1.0,0,24032.0,25882.0,0
1,1,power_law,3.636,1.0,16346.0,-1.3639999999999999,1.3639999999999999,27.279999999999998,1,1,1.769,1.0,15407.0,-0.2310000000000001,0.2310000000000001,11.550000000000004,1,1,5.802,1.0,17022.0,0.8019999999999996,0.8019999999999996,16.039999999999992,1,1,2.172,1.0,17180.0,0.17200000000000015,0.17200000000000015,8.600000000000009,1,1,0.457,1.0,20970.0,-0.04299999999999998,0.04299999999999998,8.599999999999996,1,1,0.012,1.0,49016.0,0.002,0.002,20.0,1,1,0.315,1.0,56552.0,0.015000000000000013,0.015000000000000013,5.000000000000004,1,1,17.067,1.0,37193.0,-0.9329999999999998,0.9329999999999998,5.183333333333332,1,1,4,0.18425,0.08111527291453811,0.101,0.299,0.18425,0.08111527291453811,0.20131505159823496,0.18425,1.0,4,0,1.0,1.0,0,10978.0,13276.75,0,4,0.2355,0.1480380018778962,0.113,0.484,0.2355,0.1480380018778962,0.2781645196641728,0.2355,1.0,4,0,1.0,1.0,0,3621.0,10282.0,0,4,-0.021,0.09937806599043876,-0.191,0.057,-0.021,0.09937806599043876,0.10157263410978373,0.0745,1.0,4,0,1.0,1.0,0,25439.0,26224.5,0,4,50.01475,0.2826520608451302,49.706,50.421,0.014750000000001151,0.2826520608451302,0.2830366584031108,0.26124999999999865,1.0,4,0,1.0,1.0,0,16281.0,25635.5,0
2,2,power_law,4.285,1.0,20297.0,-0.7149999999999999,0.7149999999999999,14.299999999999995,1,1,2.067,1.0,20581.0,0.06700000000000017,0.06700000000000017,3.3500000000000085,1,1,6.022,1.0,19950.0,1.0220000000000002,1.0220000000000002,20.440000000000005,1,1,2.316,1.0,20125.0,0.31599999999999984,0.31599999999999984,15.799999999999992,1,1,0.467,1.0,20494.0,-0.032999999999999974,0.032999999999999974,6.599999999999994,1,1,0.009,1.0,51558.0,-0.0010000000000000009,0.0010000000000000009,10.000000000000009,1,1,0.295,1.0,58617.0,-0.0050000000000000044,0.0050000000000000044,1.6666666666666683,1,1,18.937,1.0,44657.0,0.9370000000000012,0.9370000000000012,5.205555555555562,1,1,4,0.12525,0.07602754435071542,0.045,0.23,0.12525,0.07602754435071542,0.14651877012860845,0.12525,1.0,4,0,1.0,1.0,0,11515.0,24268.5,0,4,0.18025000000000002,0.08088688088930121,0.065,0.263,0.18025000000000002,0.08088688088930121,0.1975670772168278,0.18025000000000002,1.0,4,0,1.0,1.0,0,7576.0,14980.25,0,4,0.12325,0.16520952605706488,-0.111,0.309,0.12325,0.16520952605706488,0.20611829127954656,0.17875,1.0,4,0,1.0,1.0,0,41765.0,45363.0,0,4,49.98825,0.17250416661634707,49.797,50.222,-0.011750000000001037,0.17250416661634704,0.17290387502887392,0.1642500000000009,1.0,4,0,1.0,1.0,0,35709.0,37975.5,0
3,3,power_law,5.51,1.0,17210.0,0.5099999999999998,0.5099999999999998,10.199999999999996,1,1,2.34,1.0,16966.0,0.33999999999999986,0.33999999999999986,16.999999999999993,1,1,4.763,1.0,12291.0,-0.2370000000000001,0.2370000000000001,4.740000000000002,1,1,2.009,1.0,11208.0,0.008999999999999897,0.008999999999999897,0.44999999999999485,1,1,0.49,1.0,15567.0,-0.010000000000000009,0.010000000000000009,2.0000000000000018,1,1,0.008,1.0,35123.0,-0.002,0.002,20.0,1,1,0.307,1.0,23915.0,0.007000000000000006,0.007000000000000006,2.3333333333333357,1,1,17.708,1.0,39659.0,-0.2920000000000016,0.2920000000000016,1.6222222222222311,1,1,4,0.27525,0.16446485186811194,0.15,0.555,0.27525,0.16446485186811194,0.3206419342506529,0.27525,1.0,4,0,1.0,1.0,0,2203.0,11513.0,0,4,0.123,0.0655248044636533,0.032,0.216,0.123,0.0655248044636533,0.1393646296590351,0.123,1.0,4,0,1.0,1.0,0,10701.0,17025.0,0,4,-0.25675000000000003,0.5803500560006866,-1.233,0.281,-0.25675000000000003,0.5803500560006866,0.6346075558957678,0.41175000000000006,0.75,3,0,1.0,1.0,0,23144.0,27808.0,0,4,49.888,0.09372299611087924,49.756,49.988,-0.1120000000000001,0.09372299611087924,0.14604109010822913,0.1120000000000001,1.0,4,0,1.0,1.0,0,27159.0,34799.75,0
4,4,power_law,3.925,1.0,15807.0,-1.0750000000000002,1.0750000000000002,21.500000000000004,1,1,1.893,1.0,15418.0,-0.10699999999999998,0.10699999999999998,5.35,1,1,4.724,1.0,15945.0,-0.2759999999999998,0.2759999999999998,5.519999999999996,1,1,1.891,1.0,15865.0,-0.10899999999999999,0.10899999999999999,5.449999999999999,1,1,0.478,1.0,17475.0,-0.02200000000000002,0.02200000000000002,4.400000000000004,1,1,0.013,1.0,31020.0,0.002999999999999999,0.002999999999999999,29.999999999999993,1,1,0.301,1.0,52866.0,0.0010000000000000009,0.0010000000000000009,0.33333333333333365,1,1,16.641,1.0,39892.0,-1.3590000000000018,1.3590000000000018,7.55000000000001,1,1,4,0.19674999999999998,0.11140775332085284,0.064,0.326,0.19674999999999998,0.11140775332085284,0.22610229985561844,0.19674999999999998,1.0,4,0,1.0,1.0,0,5135.0,16329.25,0,4,0.1935,0.14454151652725938,0.091,0.443,0.1935,0.14454151652725938,0.24152536098720565,0.1935,1.0,4,0,1.0025,1.01,0,1087.0,15834.5,0,4,-0.40725,0.41012155210376355,-1.108,-0.085,-0.40725,0.41012155210376355,0.5779725339494949,0.40725,0.75,3,0,1.0,1.0,0,30929.0,33852.25,0,4,50.030249999999995,0.2615859084507416,49.64,50.372,0.030249999999998778,0.2615859084507416,0.26332916663370143,0.2102499999999985,1.0,4,0,1.0,1.0,0,28751.0,30970.75,0
5,5,power_law,6.011,1.0,18314.0,1.0110000000000001,1.0110000000000001,20.220000000000002,1,1,2.286,1.0,17742.0,0.28600000000000003,0.28600000000000003,14.3,1,1,5.027,1.0,18076.0,0.027000000000000135,0.027000000000000135,0.5400000000000027,1,1,2.164,1.0,17995.0,0.16400000000000015,0.16400000000000015,8.200000000000006,1,1,0.443,1.0,16650.0,-0.056999999999999995,0.056999999999999995,11.399999999999999,1,1,0.007,1.0,40771.0,-0.003,0.003,30.0,1,1,0.313,1.0,50736.0,0.013000000000000012,0.013000000000000012,4.3333333333333375,1,1,16.507,1.0,41653.0,-1.4929999999999986,1.4929999999999986,8.294444444444435,1,1,4,0.23425,0.02903769102390891,0.189,0.27,0.23425,0.02903769102390891,0.23604289864344574,0.23425,1.0,4,0,1.0,1.0,0,12811.0,16191.25,0,4,0.0935,0.0353022662162077,0.065,0.154,0.0935,0.0353022662162077,0.09994248345923769,0.0935,1.0,4,0,1.0,1.0,0,13564.0,20172.75,0,4,-0.26075000000000004,0.19223862124973745,-0.526,0.017,-0.26075000000000004,0.19223862124973745,0.32395408625297506,0.26925,1.0,4,0,1.0,1.0,0,21279.0,30976.0,0,4,50.12375,0.2120204883967594,49.876,50.391,0.12374999999999936,0.2120204883967594,0.24549287158693678,0.20525000000000126,1.0,4,0,1.0,1.0,0,22840.0,35529.25,0
6,6,power_law,5.174,1.0,18628.0,0.17400000000000038,0.17400000000000038,3.4800000000000075,1,1,2.244,1.0,18430.0,0.24400000000000022,0.24400000000000022,12.20000000000001,1,1,5.805,1.0,17497.0,0.8049999999999997,0.8049999999999997,16.099999999999994,1,1,2.138,1.0,18213.0,0.1379999999999999,0.1379999999999999,6.899999999999995,1,1,0.477,1.0,18466.0,-0.02300000000000002,0.02300000000000002,4.600000000000004,1,1,0.011,1.0,50482.0,0.0009999999999999992,0.0009999999999999992,9.999999999999991,1,1,0.286,1.0,51988.0,-0.014000000000000012,0.014000000000000012,4.666666666666671,1,1,16.468,1.0,41357.0,-1.532,1.532,8.511111111111111,1,1,4,0.24,0.19243050693692,0.075,0.558,0.24,0.19243050693692,0.30761908263305127,0.24,1.0,4,0,1.0,1.0,0,2648.0,14484.0,0,4,0.24,0.05976621118993573,0.162,0.302,0.24,0.05976621118993573,0.247329739416836,0.24,1.0,4,0,1.0,1.0,0,6309.0,11799.5,0,4,-0.364,0.3144137401577736,-0.768,0.036,-0.364,0.3144137401577736,0.48099064439965983,0.382,1.0,4,0,1.0,1.0,0,19873.0,29780.0,0,4,50.361000000000004,0.14432775200909917,50.18,50.567,0.36100000000000065,0.14432775200909917,0.38878207263195724,0.36100000000000065,1.0,4,0,1.0,1.0,0,19431.0,24264.75,0
7,7,power_law,4.868,1.0,15376.0,-0.13199999999999967,0.13199999999999967,2.6399999999999935,1,1,2.083,1.0,15583.0,0.08300000000000018,0.08300000000000018,4.150000000000009,1,1,4.767,1.0,10477.0,-0.23299999999999965,0.23299999999999965,4.659999999999993,1,1,1.959,1.0,11107.0,-0.040999999999999925,0.040999999999999925,2.0499999999999963,1,1,0.438,1.0,5812.0,-0.062,0.062,12.4,1,1,0.014,1.0,5271.0,0.004,0.004,40.0,1,1,0.313,1.0,1568.0,0.013000000000000012,0.013000000000000012,4.3333333333333375,1,1,16.172,1.0,7392.0,-1.8279999999999994,1.8279999999999994,10.155555555555553,1,1,4,0.1895,0.07608054941967757,0.095,0.302,0.1895,0.07608054941967757,0.20420210576779074,0.1895,1.0,4,0,1.0,1.0,0,9174.0,15107.0,0,4,0.246,0.15983898147823639,0.055,0.477,0.246,0.15983898147823639,0.2933675169475993,0.246,1.0,4,0,1.0,1.0,0,3690.0,8803.25,0,4,-0.15275,0.2848107924570275,-0.481,0.302,-0.15275,0.2848107924570275,0.32318686545093384,0.30375,1.0,4,0,1.0,1.0,0,6022.0,15798.75,0,4,50.20625,0.3967854426513145,49.701,50.775,0.2062500000000007,0.3967854426513145,0.44718871855179876,0.35575000000000045,1.0,4,0,1.0,1.0,0,3374.0,20107.75,0
8,8,power_law,6.551,1.0,16682.0,1.5510000000000002,1.5510000000000002,31.020000000000003,1,1,2.359,1.0,14107.0,0.359,0.359,17.95,1,1,6.389,1.0,17612.0,1.3890000000000002,1.3890000000000002,27.780000000000005,1,1,2.425,1.0,17531.0,0.4249999999999998,0.4249999999999998,21.249999999999993,1,1,0.475,1.0,12761.0,-0.025000000000000022,0.025000000000000022,5.000000000000004,1,1,0.02,1.0,51159.0,0.01,0.01,100.0,0,1,0.301,1.0,51574.0,0.0010000000000000009,0.0010000000000000009,0.33333333333333365,1,1,18.223,1.0,38403.0,0.22299999999999898,0.22299999999999898,1.2388888888888832,1,1,4,0.2855,0.1440702953422391,0.185,0.534,0.2855,0.1440702953422391,0.31979133821915817,0.2855,1.0,4,0,1.0,1.0,0,5534.0,11891.25,0,4,0.21925,0.06249149942192138,0.133,0.307,0.21925,0.06249149942192138,0.22798190717686348,0.21925,1.0,4,0,1.0,1.0,0,8033.0,12498.0,0,4,-0.29724999999999996,0.3727951012285435,-0.723,0.301,-0.29724999999999996,0.3727951012285435,0.47679529150359695,0.44775,1.0,4,0,1.0,1.0,0,16496.0,22206.5,0,4,49.942499999999995,0.3554029403367384,49.462,50.308,-0.05749999999999922,0.3554029403367384,0.36002430473510977,0.3409999999999993,1.0,4,0,1.0,1.0,0,11657.0,20732.75,0
9,9,power_law,4.617,1.0,18250.0,-0.383,0.383,7.66,1,1,2.053,1.0,18050.0,0.052999999999999936,0.052999999999999936,2.649999999999997,1,1,4.521,1.0,16001.0,-0.4790000000000001,0.4790000000000001,9.580000000000002,1,1,1.953,1.0,15670.0,-0.04699999999999993,0.04699999999999993,2.3499999999999965,1,1,0.45,1.0,17634.0,-0.04999999999999999,0.04999999999999999,9.999999999999998,1,1,0.018,1.0,44447.0,0.007999999999999998,0.007999999999999998,79.99999999999999,1,1,0.308,1.0,45246.0,0.008000000000000007,0.008000000000000007,2.666666666666669,1,1,17.824,1.0,32503.0,-0.17599999999999838,0.17599999999999838,0.9777777777777688,1,1,4,0.1885,0.11134293870740074,0.085,0.374,0.1885,0.11134293870740074,0.2189280703792915,0.1885,1.0,4,0,1.0,1.0,0,7967.0,17773.75,0,4,0.12575,0.04985666956386076,0.065,0.191,0.12575,0.04985666956386076,0.13527287237284497,0.12575,1.0,4,0,1.0,1.0,0,10027.0,13784.0,0,4,-0.22625,0.2058122627541906,-0.491,0.042,-0.22625,0.2058122627541906,0.3058557666613464,0.24725,1.0,4,0,1.0,1.0,0,29693.0,32327.5,0,4,50.069,0.1503878319545848,49.87,50.28,0.06899999999999906,0.1503878319545848,0.16546147587882898,0.13400000000000034,1.0,4,0,1.0,1.0,0,19634.0,26739.75,0
