,Model,Parameter,True Value,N Simulations,Mean Estimate,Mean Bias,Mean Abs Bias,Mean Relative Error,Coverage,Converged,Low ESS,Mean R-hat,Mean ESS (bulk)
0,power_law,scale1,5.00,100,4.71 ± 1.20,-0.29 ± 1.20,1.01,20.11,99.0%,100.0%,0.0%,1.00,16428
1,power_law,exponent1,2.00,100,2.06 ± 0.31,0.06 ± 0.31,0.25,12.63,100.0%,98.0%,0.0%,1.00,16217
2,power_law,scale2,5.00,100,4.70 ± 0.95,-0.30 ± 0.95,0.79,15.74,97.0%,98.0%,1.0%,1.00,16103
3,power_law,exponent2,2.00,100,2.03 ± 0.23,0.03 ± 0.23,0.19,9.48,99.0%,99.0%,1.0%,1.00,16108
4,power_law,weight,0.50,100,0.45 ± 0.02,-0.05 ± 0.02,0.05,9.48,100.0%,99.0%,1.0%,1.00,17416
5,power_law,q_param,0.01,100,0.01 ± 0.00,0.00 ± 0.00,0.00,31.50,96.0%,99.0%,0.0%,1.00,39305
6,power_law,pi0,0.30,100,0.30 ± 0.02,0.00 ± 0.02,0.01,3.98,94.0%,99.0%,1.0%,1.00,41334
7,power_law,phi,18.00,100,17.81 ± 0.98,-0.19 ± 0.98,0.81,4.52,97.0%,99.0%,1.0%,1.00,34569
