simulation,row,mean,median,std,n_peaks,peak_locations,sorted_peak_location1,sorted_peak_location2,is_bimodal,is_well_separated,separation
53,0,12.86258623,0.404007525,21.96947818,2,"[0.1867900272084455, 49.70964668637817]",0.186790027,49.70964669,TRUE,TRUE,49.52285666
53,1,25.05003568,26.63200288,25.39864367,2,"[50.99668599065671, -0.45844038188146996]",-0.458440382,50.99668599,TRUE,TRUE,51.45512637
53,2,-0.117436687,-0.047066842,0.77496325,1,[-0.0016142721158391993],-0.001614272,,FALSE,FALSE,0
53,3,-0.187112901,-0.08736794,1.097079915,1,[0.04695021956891132],0.04695022,,FALSE,FALSE,0
54,0,12.9656534,0.515554783,21.8760402,2,"[-0.08095057269486627, 50.680565613098864]",-0.080950573,50.68056561,TRUE,TRUE,50.76151619
54,1,-0.323878928,-0.250608908,0.720009503,1,[-0.05982315759946877],-0.059823158,,FALSE,FALSE,0
54,2,-0.177981362,-0.163752249,0.436700794,1,[-0.23468755686702858],-0.234687557,,FALSE,FALSE,0
54,3,50.33209285,50.16229903,0.832973964,1,[49.87804508974368],,49.87804509,FALSE,FALSE,0
55,0,37.46718194,49.83492964,21.84342714,2,"[50.030755452179, -0.7434952872882015]",-0.743495287,50.03075545,TRUE,TRUE,50.77425074
55,1,0.296778367,0.358242597,0.473690109,1,[0.358812949928899],0.35881295,,FALSE,FALSE,0
55,2,12.67766092,0.078818955,22.11880954,2,"[-0.31194728680289274, 50.58385338363768]",-0.311947287,50.58385338,TRUE,TRUE,50.89580067
55,3,25.30084396,24.86619273,25.64205433,2,"[50.33891282172081, -0.7291480531752121]",-0.729148053,50.33891282,TRUE,TRUE,51.06806087
56,0,25.3764803,25.33920049,25.40781093,2,"[50.67670315605626, 0.6743018955839482]",0.674301896,50.67670316,TRUE,TRUE,50.00240126
56,1,12.69476227,0.14343473,21.96126461,2,"[-0.033445074944479014, 50.22822876366229]",-0.033445075,50.22822876,TRUE,TRUE,50.26167384
56,2,37.58609262,49.68284504,21.82393307,2,"[49.271820982853576, -0.14563902880732194]",-0.145639029,49.27182098,TRUE,TRUE,49.41746001
56,3,-0.489422838,-0.276678697,1.35976524,1,[0.051492194235430944],0.051492194,,FALSE,FALSE,0
57,0,12.57420142,0.104881052,22.18952831,2,"[-0.3063343659599971, 50.352674555826475]",-0.306334366,50.35267456,TRUE,TRUE,50.65900892
57,1,12.49811434,0.173125312,21.92376001,2,"[0.4030181416183005, 50.53110227772629]",0.403018142,50.53110228,TRUE,TRUE,50.12808414
57,2,-1.133185232,-0.826418382,1.985212669,1,[-0.2102040348852725],-0.210204035,,FALSE,FALSE,0
57,3,-0.169576992,-0.134619864,0.565397254,1,[-0.010222749781718665],-0.01022275,,FALSE,FALSE,0
58,0,12.63118476,0.348472041,22.01935338,2,"[0.6135954025993282, 49.92901240680886]",0.613595403,49.92901241,TRUE,TRUE,49.315417
58,1,12.47206055,0.017682211,21.83579006,2,"[-0.39594301615766936, 49.93709118127557]",-0.395943016,49.93709118,TRUE,TRUE,50.3330342
58,2,24.9325088,24.56139617,25.02041998,2,"[50.09347518484449, 0.307807262208202]",0.307807262,50.09347518,TRUE,TRUE,49.78566792
58,3,25.20244895,25.94810977,25.04192225,2,"[50.29863783893775, 0.00511043983547621]",0.00511044,50.29863784,TRUE,TRUE,50.2935274
59,0,0.086274897,0.171090341,0.694161736,1,[0.2770454208644062],0.277045421,,FALSE,FALSE,0
59,1,13.00797943,0.427710993,22.3082547,2,"[0.27073789629613776, 50.950714352529914]",0.270737896,50.95071435,TRUE,TRUE,50.67997646
59,2,0.109427027,0.077662433,0.428248283,1,[0.05812673926121503],0.058126739,,FALSE,FALSE,0
59,3,-0.335229013,-0.237377929,0.580106018,1,[-0.19531923181727695],-0.195319232,,FALSE,FALSE,0
60,0,24.96758617,25.03233592,24.8550675,2,"[0.03619638842147577, 49.790479217121614]",0.036196388,49.79047922,TRUE,TRUE,49.75428283
60,1,12.82173855,0.211395872,22.23536597,2,"[0.5996863380591808, 51.2233382451757]",0.599686338,51.22333825,TRUE,TRUE,50.62365191
60,2,-0.436131536,-0.335422251,0.874721649,1,[-0.39675367749140467],-0.396753677,,FALSE,FALSE,0
60,3,-0.16650127,-0.1612991,0.34252145,1,[-0.1655362793408992],-0.165536279,,FALSE,FALSE,0
61,0,12.34121308,0.006174442,21.9145847,2,"[0.2722486001738824, 50.11103141704353]",0.2722486,50.11103142,TRUE,TRUE,49.83878282
61,1,12.20527001,0.013442913,21.9302845,2,"[-0.3939443269882217, 49.551742876119164]",-0.393944327,49.55174288,TRUE,TRUE,49.9456872
61,2,50.16542593,50.06595731,0.875892868,1,[49.605360855935245],,49.60536086,FALSE,FALSE,0
61,3,50.21217748,50.13113424,0.512111108,1,[49.947281708685196],,49.94728171,FALSE,FALSE,0
62,0,38.64192772,50.56268903,22.65817091,2,"[50.93284865295538, 0.19926127454011144]",0.199261275,50.93284865,TRUE,TRUE,50.73358738
62,1,-0.368106113,-0.360531684,0.653056062,1,[-0.35649655956457593],-0.35649656,,FALSE,FALSE,0
62,2,12.16579335,-0.218398869,21.98341674,2,"[-0.2531714172508601, 50.44537868681169]",-0.253171417,50.44537869,TRUE,TRUE,50.6985501
62,3,0.063093217,0.067859242,0.597214458,1,[0.022700403788841195],0.022700404,,FALSE,FALSE,0
63,0,25.09441734,25.05293172,25.02635571,2,"[-0.01650866693056252, 49.82872165226346]",-0.016508667,49.82872165,TRUE,TRUE,49.84523032
63,1,12.53282428,0.25560749,21.83049182,2,"[0.18176767619072098, 49.66864337911357]",0.181767676,49.66864338,TRUE,TRUE,49.4868757
63,2,25.86814727,24.13458801,25.58154697,2,"[0.7297819387913234, 50.07501592350941]",0.729781939,50.07501592,TRUE,TRUE,49.34523398
63,3,12.6770501,0.461353327,21.59195787,2,"[-0.15328107117537781, 49.44448661420342]",-0.153281071,49.44448661,TRUE,TRUE,49.59776769
64,0,25.58686133,25.04036283,25.74138263,2,"[-0.3252883305720742, 51.1626797274934]",-0.325288331,51.16267973,TRUE,TRUE,51.48796806
64,1,12.61533453,-0.031750006,22.20062772,2,"[-0.44513172363844244, 50.153823987472535]",-0.445131724,50.15382399,TRUE,TRUE,50.59895571
64,2,12.42631679,-0.034379726,21.81970708,2,"[0.38447834679563053, 49.51645830979405]",0.384478347,49.51645831,TRUE,TRUE,49.13197996
64,3,37.57721891,50.1328057,21.9642782,2,"[49.958011019965554, -0.7785952750930283]",-0.778595275,49.95801102,TRUE,TRUE,50.7366063
65,0,50.53470638,50.07758367,1.648509432,1,[49.676903507808404],,49.67690351,FALSE,FALSE,0
65,1,-0.239646903,-0.111090119,0.717701008,1,[-0.03939140961142451],-0.03939141,,FALSE,FALSE,0
65,2,-0.068678135,-0.041889284,0.807274055,1,[-0.1395981014066363],-0.139598101,,FALSE,FALSE,0
65,3,50.02060609,49.94138184,0.757962325,1,[50.033402439307324],,50.03340244,FALSE,FALSE,0
66,0,12.32171301,0.000687436,22.26768601,2,"[-0.6201352830068032, 50.136077740711315]",-0.620135283,50.13607774,TRUE,TRUE,50.75621302
66,1,24.80878816,24.98227519,25.01711594,2,"[-0.2831994042903019, 49.581917744108765]",-0.283199404,49.58191774,TRUE,TRUE,49.86511715
66,2,50.42643256,50.35661493,0.795580602,1,[50.18062684715101],,50.18062685,FALSE,FALSE,0
66,3,52.16055501,51.56376956,2.739986709,1,[50.69912721367445],,50.69912721,FALSE,FALSE,0
67,0,12.05072708,-0.412911768,22.06713394,2,"[-0.24077649049689098, 49.595390155491486]",-0.24077649,49.59539016,TRUE,TRUE,49.83616665
67,1,-0.047101956,-0.037323731,0.330066134,1,[0.048448488887603336],0.048448489,,FALSE,FALSE,0
67,2,25.36583559,24.82484423,25.6630079,2,"[-0.5795643620360975, 50.36816048094978]",-0.579564362,50.36816048,TRUE,TRUE,50.94772484
67,3,-0.232816834,-0.233614803,0.388437788,1,[-0.25749709426441125],-0.257497094,,FALSE,FALSE,0
68,0,12.67845872,0.242775316,21.7762555,2,"[0.02015669558162614, 49.86779630098245]",0.020156696,49.8677963,TRUE,TRUE,49.84763961
68,1,12.21304804,-0.251828315,21.92493839,2,"[-0.8329396793160515, 50.07849347861644]",-0.832939679,50.07849348,TRUE,TRUE,50.91143316
68,2,25.11247059,25.06732826,25.36163196,2,"[50.575916025729384, -0.6386418762653467]",-0.638641876,50.57591603,TRUE,TRUE,51.2145579
68,3,-0.404790269,-0.287013642,0.783422912,1,[-0.11687515068415966],-0.116875151,,FALSE,FALSE,0
69,0,0.44736399,0.480437307,0.827986926,1,[0.501324443861181],0.501324444,,FALSE,FALSE,0
69,1,25.00194526,24.6644511,25.32784396,2,"[-0.6140099903857217, 50.729676900844076]",-0.61400999,50.7296769,TRUE,TRUE,51.34368689
69,2,-0.28939539,-0.281184121,0.408419419,1,[-0.29981347431178373],-0.299813474,,FALSE,FALSE,0
69,3,51.12649987,51.06988278,0.913389108,1,[51.22097104005624],,51.22097104,FALSE,FALSE,0
70,0,38.38814407,50.31084563,22.27146025,2,"[50.62111361637401, -0.3523529264276266]",-0.352352926,50.62111362,TRUE,TRUE,50.97346654
70,1,-1.012106605,-0.730081953,2.194256493,1,[0.12221780186168019],0.122217802,,FALSE,FALSE,0
70,2,49.84082989,49.66935409,1.127154413,1,[49.03077203577018],,49.03077204,FALSE,FALSE,0
70,3,50.68626319,50.39410282,1.365072785,1,[50.17419349734159],,50.1741935,FALSE,FALSE,0
71,0,-0.34168078,-0.388747787,0.326198162,1,[-0.43867665090630736],-0.438676651,,FALSE,FALSE,0
71,1,12.61674898,0.252447618,21.82814149,2,"[-0.3608219454665489, 50.42052346965805]",-0.360821945,50.42052347,TRUE,TRUE,50.78134542
71,2,25.16881697,24.79221219,25.60571789,2,"[-0.6884361744124674, 50.071517188959675]",-0.688436174,50.07151719,TRUE,TRUE,50.75995336
71,3,-0.032763276,-0.042995964,0.513507872,1,[-0.034095554487071134],-0.034095554,,FALSE,FALSE,0
72,0,25.7836592,21.57955118,26.02335936,2,"[-0.018749679832721355, 51.2339949125314]",-0.01874968,51.23399491,TRUE,TRUE,51.25274459
72,1,25.22806292,25.75047259,25.65620576,2,"[-0.293001898289142, 50.51034245269594]",-0.293001898,50.51034245,TRUE,TRUE,50.80334435
72,2,37.48219967,49.90800022,22.18438045,2,"[50.57230674740444, -0.31957450450918756]",-0.319574505,50.57230675,TRUE,TRUE,50.89188125
72,3,0.077041292,0.138821336,0.720334735,1,[0.10612216599438451],0.106122166,,FALSE,FALSE,0
73,0,0.191713566,0.259787738,0.722804078,1,[0.21223309155832126],0.212233092,,FALSE,FALSE,0
73,1,37.92123372,50.15418736,21.93713239,2,"[50.44103993431853, 0.43295963451473707]",0.432959635,50.44103993,TRUE,TRUE,50.0080803
73,2,-0.463237082,-0.36950051,0.792355447,2,"[0.1001277433764649, -0.8530718683724308]",-0.853071868,,TRUE,FALSE,0.953199612
73,3,-0.454045819,-0.355272738,0.886654744,1,[-0.3365702594992994],-0.336570259,,FALSE,FALSE,0
74,0,12.57985184,0.137237003,21.82397948,2,"[-0.07335029488702283, 50.35857299186347]",-0.073350295,50.35857299,TRUE,TRUE,50.43192329
74,1,24.68663059,23.28948067,25.22705409,2,"[-0.6444530787562996, 49.68462637131411]",-0.644453079,49.68462637,TRUE,TRUE,50.32907945
74,2,37.56759618,49.69926265,21.74534505,2,"[49.52947698389505, 0.03808223999039617]",0.03808224,49.52947698,TRUE,TRUE,49.49139474
74,3,-0.2350818,-0.137220372,0.667764311,1,[-0.06161466330594312],-0.061614663,,FALSE,FALSE,0
75,0,50.31579286,49.98877359,1.421336015,1,[49.549277918029496],,49.54927792,FALSE,FALSE,0
75,1,25.11169724,24.38784258,25.44930803,2,"[-0.5991539156362471, 50.47773707817237]",-0.599153916,50.47773708,TRUE,TRUE,51.07689099
75,2,37.78926559,49.72151037,21.70644285,2,"[50.07681322913061, -0.36502351483735684]",-0.365023515,50.07681323,TRUE,TRUE,50.44183674
75,3,50.20000348,50.15133136,0.92975078,1,[50.0802985386518],,50.08029854,FALSE,FALSE,0
76,0,25.2779933,25.62644874,25.5005661,2,"[-0.222290173488219, 50.17236871672458]",-0.222290173,50.17236872,TRUE,TRUE,50.39465889
76,1,12.67584914,0.143395742,21.97131973,2,"[-0.23759637091557861, 50.3463019996897]",-0.237596371,50.346302,TRUE,TRUE,50.58389837
76,2,-0.278866992,-0.231306136,0.506451609,1,[-0.14525243841414692],-0.145252438,,FALSE,FALSE,0
76,3,-0.041551365,0.019596172,0.455596472,2,"[0.21484214645385635, -0.3820605686587979]",-0.382060569,,TRUE,FALSE,0.596902715
77,0,37.73589177,50.04510249,22.71734988,2,"[50.33995367026888, -1.7704465420169209]",-1.770446542,50.33995367,TRUE,TRUE,52.11040021
77,1,12.22802205,-0.122137585,21.93687409,2,"[-0.15146713504907838, 49.74420974216933]",-0.151467135,49.74420974,TRUE,TRUE,49.89567688
77,2,-0.329089677,-0.35998719,0.555982807,1,[-0.4213529202433679],-0.42135292,,FALSE,FALSE,0
77,3,-0.02667369,-0.021507009,0.466725699,2,"[-0.03796097186802294, -0.5112804276326837]",-0.511280428,,TRUE,FALSE,0.473319456
78,0,50.47428874,50.3758277,0.777499653,1,[50.370304360993984],,50.37030436,FALSE,FALSE,0
78,1,-0.244309074,-0.12229348,0.959278109,1,[-0.13002175158209717],-0.130021752,,FALSE,FALSE,0
78,2,24.90132833,24.05666344,25.02913436,2,"[49.999557853275576, 0.5562021354081113]",0.556202135,49.99955785,TRUE,TRUE,49.44335572
78,3,50.38869218,50.38816694,0.759653463,1,[50.46895442409441],,50.46895442,FALSE,FALSE,0
79,0,50.41249751,50.28883072,1.05582783,1,[50.12600979902374],,50.1260098,FALSE,FALSE,0
79,1,-0.092672822,-0.024293178,0.534458303,1,[0.1298594319129207],0.129859432,,FALSE,FALSE,0
79,2,50.34336014,50.24596901,0.724117477,1,[50.0478435563584],,50.04784356,FALSE,FALSE,0
79,3,50.91194373,50.53062058,1.301137909,1,[50.31848532001504],,50.31848532,FALSE,FALSE,0
80,0,12.57399226,0.036927789,21.98210084,2,"[0.24939788619623782, 50.0485499469]",0.249397886,50.04854995,TRUE,TRUE,49.79915206
80,1,24.82294987,24.02077449,25.04981497,2,"[0.05631017941172978, 49.170441185574575]",0.056310179,49.17044119,TRUE,TRUE,49.11413101
80,2,38.91367823,50.7159172,22.5972066,2,"[51.549828313171574, 0.5921130837547168]",0.592113084,51.54982831,TRUE,TRUE,50.95771523
80,3,-0.070106187,-0.006501432,0.636237235,1,[-0.03927185312293524],-0.039271853,,FALSE,FALSE,0
81,0,50.13193192,50.03977665,0.946520679,1,[50.03458723092707],,50.03458723,FALSE,FALSE,0
81,1,25.22476855,24.67078977,24.9933902,2,"[-0.08718001861073965, 49.63744442365167]",-0.087180019,49.63744442,TRUE,TRUE,49.72462444
81,2,-0.520529243,-0.453220891,0.925443434,1,[-0.39658010018547074],-0.3965801,,FALSE,FALSE,0
81,3,-0.164129039,-0.083215553,0.870647627,1,[-0.004338309264624307],-0.004338309,,FALSE,FALSE,0
82,0,12.78994591,-0.112791463,22.80341265,2,"[-0.43150136812766693, 51.063673018623774]",-0.431501368,51.06367302,TRUE,TRUE,51.49517439
82,1,0.553187571,0.626665328,0.606496283,1,[0.8176345052644001],0.817634505,,FALSE,FALSE,0
82,2,-0.652280759,-0.516956185,0.732642111,2,"[-0.08194124730344665, -1.0379149636546434]",-1.037914964,,TRUE,FALSE,0.955973716
82,3,50.43593491,50.35413073,0.789131896,1,[50.32095187503899],,50.32095188,FALSE,FALSE,0
83,0,12.5466088,0.173726828,21.62107859,2,"[0.06779438377285674, 50.3650727701624]",0.067794384,50.36507277,TRUE,TRUE,50.29727839
83,1,37.41309701,49.79065724,21.83047041,2,"[49.62221926268146, -0.22950815017855852]",-0.22950815,49.62221926,TRUE,TRUE,49.85172741
83,2,49.82562948,49.82067923,0.446513897,1,[49.88874017412053],,49.88874017,FALSE,FALSE,0
83,3,-0.000267334,0.23505587,1.061448473,1,[0.10261627124584649],0.102616271,,FALSE,FALSE,0
84,0,50.13836481,50.10474659,0.613078822,1,[50.22772269540026],,50.2277227,FALSE,FALSE,0
84,1,0.337784178,0.31310874,0.742553736,1,[0.20707686451394203],0.207076865,,FALSE,FALSE,0
84,2,37.6436466,49.88491951,21.77307024,2,"[49.64611685129955, -0.5768829806301445]",-0.576882981,49.64611685,TRUE,TRUE,50.22299983
84,3,49.98876884,49.74585561,1.202640028,1,[49.67744039973357],,49.6774404,FALSE,FALSE,0
85,0,12.58672171,0.066482847,22.12510025,2,"[0.3267912175848755, 50.54064767975131]",0.326791218,50.54064768,TRUE,TRUE,50.21385646
85,1,0.148640706,0.073194094,0.724885525,1,[-0.10165110130592048],-0.101651101,,FALSE,FALSE,0
85,2,-0.330732861,-0.257669267,0.658799582,1,[-0.11232234462595159],-0.112322345,,FALSE,FALSE,0
85,3,50.37633534,50.27145333,0.870180611,1,[50.116663278863754],,50.11666328,FALSE,FALSE,0
86,0,50.16393373,50.01192723,0.945825289,1,[49.90114475835418],,49.90114476,FALSE,FALSE,0
86,1,-0.693400031,-0.69605054,0.691436493,1,[-0.783477491767619],-0.783477492,,FALSE,FALSE,0
86,2,-0.360108653,-0.297456088,0.534345289,1,[-0.05728480627776067],-0.057284806,,FALSE,FALSE,0
86,3,37.50844712,49.60661173,21.91908645,2,"[49.41147442267626, -0.1510597524000561]",-0.151059752,49.41147442,TRUE,TRUE,49.56253418
87,0,-0.295778202,-0.282902796,0.635597809,1,[-0.3301670991218577],-0.330167099,,FALSE,FALSE,0
87,1,25.06636551,24.69288218,25.06614568,2,"[0.5266883764053127, 50.60263332280486]",0.526688376,50.60263332,TRUE,TRUE,50.07594495
87,2,37.99870738,50.3503136,22.06005086,2,"[50.18904484258073, 0.24797716526657876]",0.247977165,50.18904484,TRUE,TRUE,49.94106768
87,3,-0.940068721,-0.377537954,2.171337695,1,[-0.1992340103682757],-0.19923401,,FALSE,FALSE,0
88,0,25.24456904,25.02703599,25.31626454,2,"[0.552377637164752, 49.75441827428057]",0.552377637,49.75441827,TRUE,TRUE,49.20204064
88,1,25.26785144,22.52313632,25.65766793,2,"[0.2867451353639625, 50.336691553182305]",0.286745135,50.33669155,TRUE,TRUE,50.04994642
88,2,25.46932414,23.04241819,25.77406607,2,"[-0.2805380199593106, 50.123236932800495]",-0.28053802,50.12323693,TRUE,TRUE,50.40377495
88,3,12.40060385,-0.163229492,22.16625046,2,"[-0.7997989214889984, 50.609454677611595]",-0.799798921,50.60945468,TRUE,TRUE,51.4092536
89,0,12.35353539,-0.043457583,21.81078266,2,"[-0.42246233763210217, 49.763061487341545]",-0.422462338,49.76306149,TRUE,TRUE,50.18552382
89,1,-0.526349506,-0.507056337,0.496725815,2,"[-0.29241312629141447, -0.6788876873576295]",-0.678887687,,TRUE,FALSE,0.386474561
89,2,38.04589864,50.53503431,22.08416408,2,"[50.36812693230473, -0.09524115449785597]",-0.095241154,50.36812693,TRUE,TRUE,50.46336809
89,3,-0.426177007,-0.435540261,0.338898365,1,[-0.39205880943137483],-0.392058809,,FALSE,FALSE,0
90,0,12.21784031,-0.192343422,22.10435004,2,"[-0.7816898258659926, 49.677808374828004]",-0.781689826,49.67780837,TRUE,TRUE,50.4594982
90,1,12.54806449,0.196617267,21.79187899,2,"[-0.23652900806094745, 49.87223413441649]",-0.236529008,49.87223413,TRUE,TRUE,50.10876314
90,2,-0.10326574,-0.089653469,0.644234522,1,[-0.27769172971001765],-0.27769173,,FALSE,FALSE,0
90,3,12.0344079,-0.272070714,22.09633088,2,"[-0.13640535912256402, 50.298701676765376]",-0.136405359,50.29870168,TRUE,TRUE,50.43510704
91,0,-0.186084438,-0.204106055,0.795145593,1,[-0.3153513315326939],-0.315351332,,FALSE,FALSE,0
91,1,-0.255407697,-0.239935623,0.451067492,1,[-0.23333268106939098],-0.233332681,,FALSE,FALSE,0
91,2,-0.10367813,-0.048768685,0.548839113,1,[0.11910199200412297],0.119101992,,FALSE,FALSE,0
91,3,-0.25532391,-0.160135051,0.635183861,1,[-0.14368211104268713],-0.143682111,,FALSE,FALSE,0
92,0,12.38896129,0.228527545,21.83430207,2,"[0.2543304212101436, 50.738079614919926]",0.254330421,50.73807961,TRUE,TRUE,50.48374919
92,1,37.55805999,50.10007692,22.435059,2,"[49.620634557135354, -1.1010954309247243]",-1.101095431,49.62063456,TRUE,TRUE,50.72172999
92,2,12.33067185,-0.021178557,21.82206767,2,"[-0.3093605609048602, 49.96686787015728]",-0.309360561,49.96686787,TRUE,TRUE,50.27622843
92,3,-0.114467702,-0.074457547,0.574122928,1,[0.032001341368989245],0.032001341,,FALSE,FALSE,0
93,0,24.58578604,25.75254437,25.52431645,2,"[50.49301840055827, -0.390992778550725]",-0.390992779,50.4930184,TRUE,TRUE,50.88401118
93,1,12.46238913,0.072271703,21.99696225,2,"[-0.37026917910120094, 50.378677759119014]",-0.370269179,50.37867776,TRUE,TRUE,50.74894694
93,2,37.89528694,50.20984644,22.22136757,2,"[50.20840427992407, -0.7890141670484541]",-0.789014167,50.20840428,TRUE,TRUE,50.99741845
93,3,0.12009722,0.09613433,0.719027391,1,[0.1569682333232585],0.156968233,,FALSE,FALSE,0
94,0,24.94708729,24.97073015,25.18520324,2,"[50.104112678757815, -0.10368677996887232]",-0.10368678,50.10411268,TRUE,TRUE,50.20779946
94,1,25.21523638,23.84013791,25.44387986,2,"[-0.7461101580780403, 50.64516792935835]",-0.746110158,50.64516793,TRUE,TRUE,51.39127809
94,2,25.03316444,24.53726887,25.09433881,2,"[0.05969551342169854, 50.445766889828]",0.059695513,50.44576689,TRUE,TRUE,50.38607138
94,3,12.33892768,-0.218652521,22.28566016,2,"[-0.8597440489746608, 51.16410607918506]",-0.859744049,51.16410608,TRUE,TRUE,52.02385013
95,0,12.43447759,-0.085931702,22.26257493,2,"[-0.9120896603373998, 50.18615021098024]",-0.91208966,50.18615021,TRUE,TRUE,51.09823987
95,1,37.35039762,49.87038919,21.82519004,2,"[49.89941987655618, -0.5528482012375258]",-0.552848201,49.89941988,TRUE,TRUE,50.45226808
95,2,-0.188942292,-0.108089903,0.948900673,1,[-0.15584111025542668],-0.15584111,,FALSE,FALSE,0
95,3,0.214067881,0.301817342,0.551156507,1,[0.36436047280987705],0.364360473,,FALSE,FALSE,0
96,0,50.5839194,50.61391348,0.582843931,1,[50.68023762662909],,50.68023763,FALSE,FALSE,0
96,1,0.062336424,0.140913348,0.718242874,1,[0.05460955991170291],0.05460956,,FALSE,FALSE,0
96,2,-0.337066849,-0.304199519,0.645143519,1,[-0.15758565508063738],-0.157585655,,FALSE,FALSE,0
96,3,24.72502311,25.1527326,25.42750844,2,"[-0.5744018749217581, 50.31854830231107]",-0.574401875,50.3185483,TRUE,TRUE,50.89295018
97,0,25.21630799,25.44368259,25.67431986,2,"[50.528681231627026, -0.9644477820211186]",-0.964447782,50.52868123,TRUE,TRUE,51.49312901
97,1,-0.663134477,-0.643150202,0.700295926,1,[-0.5534391560022294],-0.553439156,,FALSE,FALSE,0
97,2,0.098246979,0.229453881,0.503332058,1,[0.33941094973659247],0.33941095,,FALSE,FALSE,0
97,3,12.91397832,0.30821091,22.13263262,2,"[-0.009056533478878803, 50.51742923538457]",-0.009056533,50.51742924,TRUE,TRUE,50.52648577
98,0,-0.263772747,-0.177679174,0.590930114,1,[-0.2567760235950365],-0.256776024,,FALSE,FALSE,0
98,1,12.59926182,0.1864521,21.7203186,2,"[-0.09297711390055818, 50.12492404424698]",-0.092977114,50.12492404,TRUE,TRUE,50.21790116
98,2,-0.334442627,-0.260074331,0.883969099,1,[-0.41198902887766486],-0.411989029,,FALSE,FALSE,0
98,3,50.54722758,50.33497534,1.062136642,1,[50.08870289599012],,50.0887029,FALSE,FALSE,0
99,0,51.51470299,51.11897578,1.511154295,1,[50.648186641622715],,50.64818664,FALSE,FALSE,0
99,1,0.243717063,0.320285909,0.499709826,1,[0.51176030875023],0.511760309,,FALSE,FALSE,0
99,2,13.04900168,0.283693189,22.50403974,2,"[0.834411450737425, 51.519768595240016]",0.834411451,51.5197686,TRUE,TRUE,50.68535714
99,3,-0.875257004,-0.654475853,1.157645733,1,[-0.22673660896018433],-0.226736609,,FALSE,FALSE,0
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,mean= -0.14,mean = 50.20,,,
