,overall_r2,overall_r2,overall_rmse,overall_rmse,overall_mae,overall_mae,obs_zeros,obs_zeros,pred_zeros,pred_zeros,obs_ones,obs_ones,pred_ones,pred_ones,continuous_r2,continuous_r2,continuous_rmse,continuous_rmse
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
model_type,,,,,,,,,,,,,,,,,,
exponential,0.2855833193,0.045626856074996704,0.11652048755000001,0.01086555275985878,0.055339994499999996,0.004499391218461889,0.28319721116,0.013881601524129733,0.28438253018000004,0.013785115965140182,0.00747011949,0.0028507496768819455,0.00832961684,0.002812003613031631,0.5078877363800001,0.019940958034393132,0.0891940244,0.0037261277729605594
gaussian,0.11254005639,0.022184267433994927,0.1297935037,0.009946127365864789,0.06573219876,0.004728195255102123,0.28319721116,0.013881601524129733,0.28405274928,0.013750020724396676,0.00747011949,0.0028507496768819455,0.008327604910000001,0.0028055803646476617,0.214848613,0.01139028099785515,0.11269366511,0.004462325144416504
power_law,0.44721273441000003,0.07385366798545401,0.10246338979999998,0.012559016067542826,0.04038280356000001,0.0044334117417745705,0.28319721116,0.013881601524129733,0.28390562843,0.013717052405437746,0.00747011949,0.0028507496768819455,0.008323496980000001,0.002811837592787641,0.8300289813099999,0.014940115090480604,0.05236105931,0.002601195593112073
